bulletin_id,candidat_id,mission_id,date_paie,heures_indemnisees,salaire_brut_base,ifm_montant,cp_montant,total_brut,charges_patronales,cout_total_employeur
PAY-2026-2502,CAND-1281,MISS-12796,2026-08-16,35.0,1565.56,156.56,172.21,1894.33,795.62,2689.95
PAY-2026-2503,CAND-1418,MISS-11371,2026-06-21,70.0,4244.08,424.41,466.85,5135.34,2156.84,7292.18
PAY-2026-2504,CAND-1367,MISS-12525,2025-05-21,70.0,4068.7,406.87,447.56,4923.13,2067.72,6990.85
PAY-2026-2505,CAND-1172,MISS-11863,2024-11-04,70.0,4421.2,442.12,486.33,5349.65,2246.85,7596.5
PAY-2026-2506,CAND-1410,MISS-12939,2026-04-12,17.5,1181.04,118.1,129.91,1429.06,600.2,2029.26
PAY-2026-2507,CAND-1005,MISS-12996,2026-07-14,70.0,5130.6,513.06,564.37,6208.03,2607.37,8815.41
PAY-2026-2508,CAND-1113,MISS-10759,2025-11-05,35.0,1823.38,182.34,200.57,2206.29,926.64,3132.93
PAY-2026-2509,CAND-1106,MISS-11403,2025-11-05,315.0,21702.84,2170.28,2387.31,26260.44,11029.38,37289.82
PAY-2026-2510,CAND-1313,MISS-12142,2025-02-16,210.0,14259.06,1425.91,1568.5,17253.47,7246.46,24499.93
PAY-2026-2511,CAND-1404,MISS-11225,2026-07-27,70.0,2264.59,226.46,249.1,2740.15,1150.86,3891.02
PAY-2026-2512,CAND-1191,MISS-11472,2025-05-30,315.0,15762.52,1576.25,1733.88,19072.64,8010.51,27083.15
PAY-2026-2513,CAND-1195,MISS-12962,2024-08-04,70.0,3925.38,392.54,431.79,4749.71,1994.88,6744.59
PAY-2026-2514,CAND-1098,MISS-13140,2026-05-13,210.0,8166.4,816.64,898.3,9881.34,4150.16,14031.5
PAY-2026-2515,CAND-1416,MISS-12307,2026-07-09,315.0,11378.02,1137.8,1251.58,13767.4,5782.31,19549.71
PAY-2026-2516,CAND-1345,MISS-13288,2025-08-24,35.0,1171.44,117.14,128.86,1417.44,595.33,2012.77
PAY-2026-2517,CAND-1212,MISS-10245,2026-04-12,70.0,3953.28,395.33,434.86,4783.47,2009.06,6792.53
PAY-2026-2518,CAND-1484,MISS-12828,2024-08-23,70.0,2839.64,283.96,312.36,3435.96,1443.1,4879.06
PAY-2026-2519,CAND-1205,MISS-10640,2024-05-22,210.0,8583.52,858.35,944.19,10386.06,4362.14,14748.2
PAY-2026-2520,CAND-1460,MISS-11621,2024-08-17,315.0,19906.98,1990.7,2189.77,24087.45,10116.73,34204.17
PAY-2026-2521,CAND-1491,MISS-12362,2024-04-26,630.0,41065.35,4106.54,4517.19,49689.07,20869.41,70558.48
PAY-2026-2522,CAND-1487,MISS-13106,2024-08-09,70.0,4328.02,432.8,476.08,5236.9,2199.5,7436.4
PAY-2026-2523,CAND-1120,MISS-12075,2026-08-19,315.0,18383.79,1838.38,2022.22,22244.39,9342.64,31587.03
PAY-2026-2524,CAND-1309,MISS-11415,2025-01-02,315.0,15809.52,1580.95,1739.05,19129.52,8034.4,27163.92
PAY-2026-2525,CAND-1130,MISS-12237,2026-04-15,35.0,2580.67,258.07,283.87,3122.61,1311.5,4434.11
PAY-2026-2526,CAND-1236,MISS-10649,2026-03-30,315.0,12977.6,1297.76,1427.54,15702.9,6595.22,22298.11
PAY-2026-2527,CAND-1174,MISS-11777,2026-01-12,35.0,1617.18,161.72,177.89,1956.79,821.85,2778.65
PAY-2026-2528,CAND-1024,MISS-13305,2025-11-08,70.0,4243.23,424.32,466.76,5134.31,2156.41,7290.72
PAY-2026-2529,CAND-1060,MISS-13441,2024-03-19,17.5,532.22,53.22,58.54,643.99,270.47,914.46
PAY-2026-2530,CAND-1401,MISS-10246,2026-03-26,210.0,13028.76,1302.88,1433.16,15764.81,6621.22,22386.02
PAY-2026-2531,CAND-1167,MISS-12050,2026-01-01,17.5,733.35,73.34,80.67,887.35,372.69,1260.04
PAY-2026-2532,CAND-1065,MISS-10330,2025-07-23,630.0,38964.18,3896.42,4286.06,47146.65,19801.59,66948.25
PAY-2026-2533,CAND-1167,MISS-12914,2025-05-26,210.0,14342.28,1434.23,1577.65,17354.15,7288.74,24642.9
PAY-2026-2534,CAND-1096,MISS-12753,2024-08-04,210.0,9842.8,984.28,1082.71,11909.78,5002.11,16911.89
PAY-2026-2535,CAND-1250,MISS-11104,2026-01-25,315.0,16661.76,1666.18,1832.79,20160.74,8467.51,28628.24
PAY-2026-2536,CAND-1071,MISS-11325,2024-10-21,630.0,41109.17,4110.92,4522.01,49742.1,20891.68,70633.78
PAY-2026-2537,CAND-1420,MISS-12654,2024-09-22,315.0,15593.83,1559.38,1715.32,18868.53,7924.78,26793.32
PAY-2026-2538,CAND-1261,MISS-11506,2024-11-15,315.0,19620.23,1962.02,2158.23,23740.48,9971.0,33711.48
PAY-2026-2539,CAND-1352,MISS-12650,2025-02-11,70.0,3974.62,397.46,437.21,4809.28,2019.9,6829.18
PAY-2026-2540,CAND-1372,MISS-11575,2025-01-31,210.0,14789.6,1478.96,1626.86,17895.42,7516.07,25411.49
PAY-2026-2541,CAND-1058,MISS-13286,2025-08-06,315.0,23544.25,2354.43,2589.87,28488.54,11965.19,40453.73
PAY-2026-2542,CAND-1452,MISS-10012,2026-01-29,210.0,6463.37,646.34,710.97,7820.68,3284.68,11105.36
PAY-2026-2543,CAND-1238,MISS-10634,2025-07-03,17.5,1236.8,123.68,136.05,1496.53,628.54,2125.07
PAY-2026-2544,CAND-1356,MISS-10108,2025-11-24,210.0,15696.75,1569.68,1726.64,18993.07,7977.09,26970.16
PAY-2026-2545,CAND-1037,MISS-12193,2026-03-10,70.0,4237.01,423.7,466.07,5126.78,2153.25,7280.03
PAY-2026-2546,CAND-1104,MISS-10890,2025-02-13,70.0,4381.07,438.11,481.92,5301.09,2226.46,7527.55
PAY-2026-2547,CAND-1071,MISS-10078,2025-02-12,210.0,14419.66,1441.97,1586.16,17447.78,7328.07,24775.85
PAY-2026-2548,CAND-1442,MISS-11242,2025-05-15,70.0,4578.76,457.88,503.66,5540.29,2326.92,7867.22
PAY-2026-2549,CAND-1489,MISS-13090,2025-12-18,630.0,22434.18,2243.42,2467.76,27145.36,11401.05,38546.41
PAY-2026-2550,CAND-1095,MISS-12900,2025-10-16,315.0,9681.64,968.16,1064.98,11714.79,4920.21,16635.0
PAY-2026-2551,CAND-1120,MISS-11961,2025-03-25,70.0,2365.39,236.54,260.19,2862.12,1202.09,4064.21
PAY-2026-2552,CAND-1092,MISS-12195,2025-01-23,70.0,3163.34,316.33,347.97,3827.65,1607.61,5435.26
PAY-2026-2553,CAND-1051,MISS-12698,2025-09-07,210.0,8800.09,880.01,968.01,10648.11,4472.21,15120.32
PAY-2026-2554,CAND-1196,MISS-11481,2026-04-28,210.0,8711.58,871.16,958.27,10541.01,4427.22,14968.23
PAY-2026-2555,CAND-1135,MISS-10657,2024-12-07,70.0,3099.98,310.0,341.0,3750.98,1575.41,5326.39
PAY-2026-2556,CAND-1035,MISS-11678,2025-05-15,17.5,567.06,56.71,62.38,686.14,288.18,974.32
PAY-2026-2557,CAND-1012,MISS-10761,2025-12-17,210.0,12898.12,1289.81,1418.79,15606.73,6554.83,22161.56
PAY-2026-2558,CAND-1353,MISS-12185,2024-10-30,70.0,2633.4,263.34,289.67,3186.42,1338.3,4524.72
PAY-2026-2559,CAND-1277,MISS-11794,2025-01-24,210.0,14555.65,1455.56,1601.12,17612.34,7397.18,25009.52
PAY-2026-2560,CAND-1104,MISS-11142,2024-02-04,210.0,6582.98,658.3,724.13,7965.41,3345.47,11310.88
PAY-2026-2561,CAND-1491,MISS-10254,2025-01-24,210.0,10551.68,1055.17,1160.69,12767.54,5362.37,18129.91
PAY-2026-2562,CAND-1104,MISS-11142,2024-02-04,210.0,6582.98,658.3,724.13,7965.41,3345.47,11310.88
PAY-2026-2563,CAND-1033,MISS-10700,2025-06-21,70.0,2870.94,287.09,315.8,3473.84,1459.01,4932.86
PAY-2026-2564,CAND-1314,MISS-13147,2025-12-02,210.0,10669.54,1066.95,1173.65,12910.14,5422.26,18332.4
PAY-2026-2565,CAND-1194,MISS-10966,2025-06-23,210.0,8777.33,877.73,965.51,10620.57,4460.64,15081.21
PAY-2026-2566,CAND-1489,MISS-12120,2025-09-01,210.0,13447.82,1344.78,1479.26,16271.86,6834.18,23106.04
PAY-2026-2567,CAND-1234,MISS-10538,2025-12-05,210.0,8267.76,826.78,909.45,10004.0,4201.68,14205.67
PAY-2026-2568,CAND-1188,MISS-12702,2026-02-04,35.0,1724.87,172.49,189.74,2087.09,876.58,2963.67
PAY-2026-2569,CAND-1062,MISS-12728,2025-07-25,630.0,30506.98,3050.7,3355.77,36913.45,15503.65,52417.09
PAY-2026-2570,CAND-1119,MISS-12420,2026-02-27,35.0,1317.08,131.71,144.88,1593.67,669.34,2263.01
PAY-2026-2571,CAND-1131,MISS-10250,2026-05-30,315.0,10106.7,1010.67,1111.74,12229.11,5136.23,17365.34
PAY-2026-2572,CAND-1359,MISS-12032,2025-11-06,70.0,2706.22,270.62,297.68,3274.53,1375.3,4649.83
PAY-2026-2573,CAND-1209,MISS-12500,2025-03-02,70.0,3440.69,344.07,378.48,4163.23,1748.56,5911.79
PAY-2026-2574,CAND-1457,MISS-10293,2024-03-14,17.5,1046.49,104.65,115.11,1266.26,531.83,1798.09
PAY-2026-2575,CAND-1221,MISS-12069,2024-12-04,70.0,2168.57,216.86,238.54,2623.97,1102.07,3726.04
PAY-2026-2576,CAND-1356,MISS-10108,2025-11-24,210.0,15696.75,1569.68,1726.64,18993.07,7977.09,26970.16
PAY-2026-2577,CAND-1062,MISS-10385,2024-05-21,315.0,19937.59,1993.76,2193.13,24124.48,10132.28,34256.77
PAY-2026-2578,CAND-1052,MISS-11893,2024-09-19,210.0,8416.59,841.66,925.83,10184.08,4277.31,14461.39
PAY-2026-2579,CAND-1379,MISS-11659,2024-07-20,70.0,3814.41,381.44,419.59,4615.44,1938.48,6553.92
PAY-2026-2580,CAND-1354,MISS-12632,2024-09-07,315.0,16091.22,1609.12,1770.03,19470.37,8177.56,27647.93
PAY-2026-2581,CAND-1378,MISS-12320,2025-02-03,210.0,11333.96,1133.4,1246.74,13714.1,5759.92,19474.02
PAY-2026-2582,CAND-1157,MISS-12381,2024-01-31,35.0,1948.28,194.83,214.31,2357.41,990.11,3347.53
PAY-2026-2583,CAND-1276,MISS-12866,2025-06-03,315.0,11412.96,1141.3,1255.43,13809.68,5800.07,19609.75
PAY-2026-2584,CAND-1265,MISS-10708,2024-09-25,630.0,40325.06,4032.51,4435.76,48793.32,20493.19,69286.51
PAY-2026-2585,CAND-1364,MISS-12465,2025-09-04,35.0,1966.96,196.7,216.37,2380.03,999.61,3379.64
PAY-2026-2586,CAND-1308,MISS-10221,2025-05-07,210.0,13827.93,1382.79,1521.07,16731.8,7027.35,23759.15
PAY-2026-2587,CAND-1018,MISS-13066,2025-02-09,35.0,1556.72,155.67,171.24,1883.63,791.13,2674.76
PAY-2026-2588,CAND-1263,MISS-10382,2026-02-04,35.0,1565.12,156.51,172.16,1893.8,795.4,2689.2
PAY-2026-2589,CAND-1309,MISS-12131,2025-05-04,35.0,2406.69,240.67,264.74,2912.09,1223.08,4135.17
PAY-2026-2590,CAND-1238,MISS-11203,2024-03-11,210.0,12583.58,1258.36,1384.19,15226.13,6394.97,21621.1
PAY-2026-2591,CAND-1308,MISS-10081,2026-01-19,70.0,4179.7,417.97,459.77,5057.44,2124.13,7181.57
PAY-2026-2592,CAND-1207,MISS-12564,2026-04-23,315.0,20182.11,2018.21,2220.03,24420.35,10256.55,34676.9
PAY-2026-2593,CAND-1048,MISS-10142,2024-10-14,70.0,2644.94,264.49,290.94,3200.38,1344.16,4544.54
PAY-2026-2594,CAND-1247,MISS-10454,2026-08-27,35.0,1303.66,130.37,143.4,1577.43,662.52,2239.96
PAY-2026-2595,CAND-1238,MISS-11504,2024-10-07,17.5,639.99,64.0,70.4,774.39,325.24,1099.63
PAY-2026-2596,CAND-1351,MISS-12550,2025-07-28,210.0,8361.38,836.14,919.75,10117.26,4249.25,14366.51
PAY-2026-2597,CAND-1014,MISS-11540,2026-01-20,315.0,14929.2,1492.92,1642.21,18064.34,7587.02,25651.36
PAY-2026-2598,CAND-1463,MISS-12464,2025-02-03,315.0,18045.88,1804.59,1985.05,21835.51,9170.92,31006.43
PAY-2026-2599,CAND-1180,MISS-11725,2024-05-01,17.5,1269.42,126.94,139.64,1536.0,645.12,2181.13
PAY-2026-2600,CAND-1349,MISS-12812,2024-05-07,70.0,5009.58,500.96,551.05,6061.6,2545.87,8607.47
PAY-2026-2601,CAND-1035,MISS-10288,2025-04-22,35.0,2026.53,202.65,222.92,2452.1,1029.88,3481.98
PAY-2026-2602,CAND-1245,MISS-13431,2024-01-31,210.0,8923.16,892.32,981.55,10797.02,4534.75,15331.77
PAY-2026-2603,CAND-1033,MISS-12488,2025-05-17,70.0,3555.54,355.55,391.11,4302.2,1806.93,6109.13
PAY-2026-2604,CAND-1445,MISS-13487,2025-09-17,35.0,2594.46,259.45,285.39,3139.3,1318.51,4457.81
PAY-2026-2605,CAND-1014,MISS-11540,2026-01-20,315.0,14929.2,1492.92,1642.21,18064.34,7587.02,25651.36
PAY-2026-2606,CAND-1037,MISS-10445,2026-04-28,35.0,2229.82,222.98,245.28,2698.09,1133.2,3831.29
PAY-2026-2607,CAND-1107,MISS-10041,2024-04-18,70.0,2451.26,245.13,269.64,2966.02,1245.73,4211.75
PAY-2026-2608,CAND-1283,MISS-10880,2026-01-03,35.0,2093.67,209.37,230.3,2533.34,1064.0,3597.34
PAY-2026-2609,CAND-1173,MISS-11854,2025-11-08,70.0,2788.52,278.85,306.74,3374.12,1417.13,4791.24
PAY-2026-2610,CAND-1310,MISS-10336,2026-07-08,70.0,2918.94,291.89,321.08,3531.92,1483.41,5015.33
PAY-2026-2611,CAND-1239,MISS-12596,2024-10-06,70.0,3329.78,332.98,366.28,4029.03,1692.19,5721.22
PAY-2026-2612,CAND-1199,MISS-10094,2025-01-20,17.5,1251.04,125.1,137.61,1513.76,635.78,2149.55
PAY-2026-2613,CAND-1172,MISS-11847,2025-01-01,315.0,14681.83,1468.18,1615.0,17765.01,7461.31,25226.32
PAY-2026-2614,CAND-1415,MISS-12801,2024-10-18,70.0,2306.32,230.63,253.7,2790.65,1172.07,3962.72
PAY-2026-2615,CAND-1436,MISS-11521,2025-11-24,70.0,4240.75,424.08,466.48,5131.31,2155.15,7286.46
PAY-2026-2616,CAND-1437,MISS-11031,2025-03-06,70.0,3093.04,309.3,340.23,3742.58,1571.88,5314.46
PAY-2026-2617,CAND-1331,MISS-12640,2026-01-18,210.0,11671.02,1167.1,1283.81,14121.93,5931.21,20053.15
PAY-2026-2618,CAND-1411,MISS-13222,2024-07-31,315.0,9606.11,960.61,1056.67,11623.39,4881.83,16505.22
PAY-2026-2619,CAND-1177,MISS-12278,2024-03-21,70.0,2491.5,249.15,274.07,3014.72,1266.18,4280.9
PAY-2026-2620,CAND-1406,MISS-12872,2025-11-21,630.0,21306.94,2130.69,2343.76,25781.4,10828.19,36609.59
PAY-2026-2621,CAND-1321,MISS-13178,2026-08-24,17.5,897.31,89.73,98.7,1085.75,456.01,1541.76
PAY-2026-2622,CAND-1217,MISS-12989,2024-12-13,210.0,12388.11,1238.81,1362.69,14989.61,6295.64,21285.25
PAY-2026-2623,CAND-1400,MISS-12356,2024-07-01,70.0,4506.38,450.64,495.7,5452.73,2290.14,7742.87
PAY-2026-2624,CAND-1217,MISS-10630,2026-05-14,315.0,17015.2,1701.52,1871.67,20588.39,8647.12,29235.52
PAY-2026-2625,CAND-1105,MISS-12083,2026-01-20,70.0,5104.08,510.41,561.45,6175.94,2593.89,8769.83
PAY-2026-2626,CAND-1331,MISS-13034,2025-08-14,35.0,1425.56,142.56,156.81,1724.93,724.47,2449.41
PAY-2026-2627,CAND-1310,MISS-10336,2026-07-08,70.0,2918.94,291.89,321.08,3531.92,1483.41,5015.33
PAY-2026-2628,CAND-1469,MISS-12191,2026-04-22,315.0,20713.3,2071.33,2278.46,25063.1,10526.5,35589.6
PAY-2026-2629,CAND-1068,MISS-13212,2024-03-31,630.0,22135.49,2213.55,2434.9,26783.94,11249.26,38033.2
PAY-2026-2630,CAND-1038,MISS-10008,2026-03-14,35.0,2100.03,210.0,231.0,2541.04,1067.24,3608.27
PAY-2026-2631,CAND-1150,MISS-12689,2025-06-25,210.0,9349.2,934.92,1028.41,11312.54,4751.27,16063.8
PAY-2026-2632,CAND-1249,MISS-11328,2024-09-10,315.0,13477.51,1347.75,1482.53,16307.79,6849.27,23157.06
PAY-2026-2633,CAND-1257,MISS-11247,2025-02-24,35.0,1533.28,153.33,168.66,1855.26,779.21,2634.47
PAY-2026-2634,CAND-1227,MISS-11924,2025-07-05,630.0,37182.76,3718.28,4090.1,44991.15,18896.28,63887.43
PAY-2026-2635,CAND-1361,MISS-11737,2025-04-15,70.0,3876.16,387.62,426.38,4690.16,1969.87,6660.03
PAY-2026-2636,CAND-1261,MISS-12068,2025-08-03,70.0,2498.63,249.86,274.85,3023.34,1269.8,4293.15
PAY-2026-2637,CAND-1009,MISS-12659,2024-05-25,630.0,39364.0,3936.4,4330.04,47630.44,20004.78,67635.22
PAY-2026-2638,CAND-1244,MISS-12088,2026-01-10,210.0,8995.03,899.5,989.45,10883.99,4571.27,15455.26
PAY-2026-2639,CAND-1029,MISS-11873,2025-05-19,210.0,10380.67,1038.07,1141.87,12560.62,5275.46,17836.08
PAY-2026-2640,CAND-1325,MISS-11437,2026-08-08,210.0,13478.0,1347.8,1482.58,16308.39,6849.52,23157.91
PAY-2026-2641,CAND-1268,MISS-11093,2025-06-18,315.0,22213.56,2221.36,2443.49,26878.41,11288.93,38167.35
PAY-2026-2642,CAND-1396,MISS-11912,2024-04-10,17.5,1245.12,124.51,136.96,1506.6,632.77,2139.37
PAY-2026-2643,CAND-1151,MISS-11632,2024-05-11,630.0,44160.56,4416.06,4857.66,53434.27,22442.39,75876.67
PAY-2026-2644,CAND-1180,MISS-12182,2025-09-28,35.0,1212.02,121.2,133.32,1466.54,615.95,2082.49
PAY-2026-2645,CAND-1361,MISS-13027,2026-04-14,70.0,4092.92,409.29,450.22,4952.43,2080.02,7032.46
PAY-2026-2646,CAND-1040,MISS-12087,2025-09-08,70.0,3976.12,397.61,437.37,4811.11,2020.67,6831.78
PAY-2026-2647,CAND-1452,MISS-13302,2026-02-18,210.0,10369.13,1036.91,1140.6,12546.65,5269.59,17816.24
PAY-2026-2648,CAND-1024,MISS-12614,2024-10-27,315.0,17073.59,1707.36,1878.09,20659.04,8676.8,29335.84
PAY-2026-2649,CAND-1243,MISS-13163,2025-11-12,17.5,697.94,69.79,76.77,844.51,354.7,1199.21
PAY-2026-2650,CAND-1164,MISS-12791,2025-04-26,70.0,2787.24,278.72,306.6,3372.56,1416.48,4789.04
PAY-2026-2651,CAND-1215,MISS-12709,2025-01-06,315.0,14119.08,1411.91,1553.1,17084.08,7175.31,24259.39
PAY-2026-2652,CAND-1149,MISS-12473,2024-12-14,35.0,2282.76,228.28,251.1,2762.14,1160.1,3922.24
PAY-2026-2653,CAND-1247,MISS-12952,2024-11-02,35.0,1537.88,153.79,169.17,1860.84,781.55,2642.39
PAY-2026-2654,CAND-1085,MISS-10784,2024-10-30,210.0,9561.5,956.15,1051.77,11569.42,4859.16,16428.58
PAY-2026-2655,CAND-1392,MISS-11812,2025-09-09,210.0,10458.42,1045.84,1150.43,12654.69,5314.97,17969.67
PAY-2026-2656,CAND-1182,MISS-10125,2024-07-15,70.0,2705.04,270.5,297.55,3273.1,1374.7,4647.8
PAY-2026-2657,CAND-1237,MISS-12892,2025-06-23,315.0,20893.72,2089.37,2298.31,25281.4,10618.19,35899.59
PAY-2026-2658,CAND-1458,MISS-11048,2025-09-26,210.0,9114.05,911.4,1002.55,11028.0,4631.76,15659.76
PAY-2026-2659,CAND-1488,MISS-10296,2026-08-17,70.0,3185.95,318.6,350.45,3855.0,1619.1,5474.1
PAY-2026-2660,CAND-1107,MISS-10177,2024-08-01,17.5,1033.08,103.31,113.64,1250.03,525.01,1775.05
PAY-2026-2661,CAND-1449,MISS-12361,2025-12-27,315.0,11931.91,1193.19,1312.51,14437.61,6063.8,20501.41
PAY-2026-2662,CAND-1325,MISS-11183,2024-07-04,630.0,20620.92,2062.09,2268.3,24951.32,10479.55,35430.87
PAY-2026-2663,CAND-1083,MISS-11050,2024-12-09,70.0,4957.3,495.73,545.3,5998.34,2519.3,8517.64
PAY-2026-2664,CAND-1342,MISS-12964,2026-05-23,70.0,4730.78,473.08,520.39,5724.25,2404.18,8128.43
PAY-2026-2665,CAND-1372,MISS-13257,2025-05-01,315.0,21915.3,2191.53,2410.68,26517.52,11137.36,37654.88
PAY-2026-2666,CAND-1392,MISS-10562,2024-07-27,70.0,4122.56,412.26,453.48,4988.3,2095.09,7083.39
PAY-2026-2667,CAND-1116,MISS-10785,2024-05-14,315.0,20289.93,2028.99,2231.89,24550.82,10311.34,34862.16
PAY-2026-2668,CAND-1499,MISS-13325,2025-03-10,70.0,4807.94,480.79,528.87,5817.61,2443.4,8261.0
PAY-2026-2669,CAND-1222,MISS-11775,2025-12-25,70.0,4024.78,402.48,442.73,4869.99,2045.4,6915.39
PAY-2026-2670,CAND-1183,MISS-12282,2025-07-17,630.0,36830.83,3683.08,4051.39,44565.3,18717.43,63282.73
PAY-2026-2671,CAND-1142,MISS-11814,2025-07-12,210.0,11118.48,1111.85,1223.03,13453.36,5650.41,19103.77
PAY-2026-2672,CAND-1499,MISS-12453,2024-11-30,35.0,2590.8,259.08,284.99,3134.87,1316.65,4451.52
PAY-2026-2673,CAND-1030,MISS-10440,2026-06-24,70.0,3655.44,365.54,402.1,4423.08,1857.69,6280.77
PAY-2026-2674,CAND-1189,MISS-12257,2026-08-23,210.0,15318.3,1531.83,1685.01,18535.14,7784.76,26319.9
PAY-2026-2675,CAND-1310,MISS-11213,2024-03-09,630.0,26612.64,2661.26,2927.39,32201.29,13524.54,45725.84
PAY-2026-2676,CAND-1488,MISS-12176,2026-05-16,210.0,14772.8,1477.28,1625.01,17875.08,7507.53,25382.62
PAY-2026-2677,CAND-1412,MISS-12247,2026-06-07,70.0,2248.88,224.89,247.38,2721.14,1142.88,3864.03
PAY-2026-2678,CAND-1011,MISS-10770,2025-12-15,17.5,1003.22,100.32,110.35,1213.9,509.84,1723.73
PAY-2026-2679,CAND-1120,MISS-10160,2026-04-16,17.5,623.54,62.35,68.59,754.48,316.88,1071.36
PAY-2026-2680,CAND-1141,MISS-12074,2025-09-27,315.0,18488.78,1848.88,2033.77,22371.42,9396.0,31767.41
PAY-2026-2681,CAND-1340,MISS-11447,2025-06-11,70.0,4175.59,417.56,459.31,5052.46,2122.03,7174.5
PAY-2026-2682,CAND-1029,MISS-12111,2024-08-10,70.0,3560.57,356.06,391.66,4308.29,1809.48,6117.77
PAY-2026-2683,CAND-1393,MISS-10731,2025-11-18,70.0,4779.34,477.93,525.73,5783.0,2428.86,8211.85
PAY-2026-2684,CAND-1214,MISS-13023,2026-09-02,315.0,16561.31,1656.13,1821.74,20039.19,8416.46,28455.64
PAY-2026-2685,CAND-1266,MISS-11752,2026-05-27,70.0,2545.11,254.51,279.96,3079.58,1293.42,4373.01
PAY-2026-2686,CAND-1148,MISS-12213,2025-04-20,70.0,4474.52,447.45,492.2,5414.17,2273.95,7688.12
PAY-2026-2687,CAND-1460,MISS-11192,2025-10-17,70.0,5045.51,504.55,555.01,6105.07,2564.13,8669.2
PAY-2026-2688,CAND-1155,MISS-11929,2025-09-22,17.5,614.72,61.47,67.62,743.82,312.4,1056.22
PAY-2026-2689,CAND-1032,MISS-12434,2025-12-28,210.0,9875.86,987.59,1086.35,11949.8,5018.91,16968.71
PAY-2026-2690,CAND-1222,MISS-10541,2025-08-01,210.0,7640.74,764.07,840.48,9245.3,3883.03,13128.33
PAY-2026-2691,CAND-1025,MISS-11023,2024-09-01,210.0,10781.74,1078.17,1185.99,13045.9,5479.28,18525.18
PAY-2026-2692,CAND-1091,MISS-10604,2024-10-11,70.0,2916.34,291.63,320.8,3528.77,1482.08,5010.85
PAY-2026-2693,CAND-1191,MISS-12623,2025-07-16,210.0,10129.11,1012.91,1114.2,12256.22,5147.61,17403.84
PAY-2026-2694,CAND-1172,MISS-10550,2026-04-04,210.0,11040.06,1104.01,1214.41,13358.47,5610.56,18969.02
PAY-2026-2695,CAND-1130,MISS-10982,2024-12-31,315.0,15771.8,1577.18,1734.9,19083.88,8015.23,27099.12
PAY-2026-2696,CAND-1446,MISS-11905,2024-09-16,315.0,21188.84,2118.88,2330.77,25638.5,10768.17,36406.67
PAY-2026-2697,CAND-1466,MISS-12994,2025-10-30,70.0,3594.79,359.48,395.43,4349.7,1826.87,6176.57
PAY-2026-2698,CAND-1274,MISS-11224,2025-08-14,630.0,19766.98,1976.7,2174.37,23918.05,10045.58,33963.63
PAY-2026-2699,CAND-1049,MISS-10146,2026-07-06,35.0,1791.4,179.14,197.05,2167.6,910.39,3077.99
PAY-2026-2700,CAND-1358,MISS-10797,2024-11-05,17.5,1262.96,126.3,138.93,1528.19,641.84,2170.03
PAY-2026-2701,CAND-1194,MISS-10966,2025-06-23,210.0,8777.33,877.73,965.51,10620.57,4460.64,15081.21
PAY-2026-2702,CAND-1106,MISS-10122,2026-07-28,630.0,36909.06,3690.91,4060.0,44659.96,18757.18,63417.14
PAY-2026-2703,CAND-1212,MISS-10651,2025-05-13,17.5,1186.86,118.69,130.55,1436.1,603.16,2039.26
PAY-2026-2704,CAND-1442,MISS-11242,2025-05-15,70.0,4578.76,457.88,503.66,5540.29,2326.92,7867.22
PAY-2026-2705,CAND-1160,MISS-11109,2024-09-17,210.0,13115.96,1311.6,1442.76,15870.31,6665.53,22535.83
PAY-2026-2706,CAND-1086,MISS-12440,2024-02-29,70.0,2719.26,271.93,299.12,3290.31,1381.93,4672.24
PAY-2026-2707,CAND-1489,MISS-12344,2024-02-26,17.5,741.37,74.14,81.55,897.06,376.76,1273.82
PAY-2026-2708,CAND-1317,MISS-12864,2024-09-20,630.0,19340.7,1934.07,2127.48,23402.24,9828.94,33231.18
PAY-2026-2709,CAND-1326,MISS-10613,2026-01-18,35.0,1736.02,173.6,190.96,2100.58,882.24,2982.82
PAY-2026-2710,CAND-1200,MISS-10280,2026-01-05,630.0,23272.26,2327.23,2559.95,28159.43,11826.96,39986.4
PAY-2026-2711,CAND-1317,MISS-10394,2024-07-05,210.0,8314.47,831.45,914.59,10060.51,4225.41,14285.92
PAY-2026-2712,CAND-1451,MISS-10622,2025-11-18,35.0,2277.95,227.8,250.57,2756.32,1157.65,3913.97
PAY-2026-2713,CAND-1453,MISS-13468,2024-08-23,70.0,2783.92,278.39,306.23,3368.55,1414.79,4783.34
PAY-2026-2714,CAND-1472,MISS-12443,2024-11-05,35.0,1293.97,129.4,142.34,1565.71,657.6,2223.31
PAY-2026-2715,CAND-1354,MISS-13337,2026-02-25,630.0,46204.38,4620.44,5082.48,55907.29,23481.06,79388.36
PAY-2026-2716,CAND-1408,MISS-12557,2025-09-20,630.0,34276.57,3427.66,3770.42,41474.65,17419.35,58894.0
PAY-2026-2717,CAND-1071,MISS-10078,2025-02-12,210.0,14419.66,1441.97,1586.16,17447.78,7328.07,24775.85
PAY-2026-2718,CAND-1188,MISS-11764,2024-04-13,17.5,536.72,53.67,59.04,649.43,272.76,922.18
PAY-2026-2719,CAND-1074,MISS-13016,2025-03-21,630.0,19972.73,1997.27,2197.0,24167.0,10150.14,34317.14
PAY-2026-2720,CAND-1389,MISS-13466,2024-12-23,17.5,1042.47,104.25,114.67,1261.39,529.79,1791.18
