mission_id,agence_id,client_id,candidat_id,type_contrat,statut_mission,date_debut,date_fin,heures_travaillees,taux_horaire_paye,taux_horaire_facture,coeff_facturation,chiffre_affaires,cout_salarial,marge_brute
MISS-11529,AG-05,CLI-173,CAND-1368,Recrutement CDI,Terminée,2024-05-28,2024-06-17,140,65.14,115.37,1.771,16152.12,9119.89,7032.22
MISS-11530,AG-06,CLI-163,CAND-1289,Intérim IA/Data,Terminée,2025-12-30,2026-03-30,630,51.18,98.69,1.928,62176.66,32242.5,29934.16
MISS-11531,AG-03,CLI-135,CAND-1093,Intérim IA/Data,En cours,2026-07-10,2026-07-30,140,47.02,88.43,1.881,12380.14,6583.32,5796.82
MISS-11532,AG-14,CLI-158,CAND-1223,Intérim IA/Data,Terminée,2025-06-24,2025-07-04,70,53.65,110.8,2.065,7756.3,3755.77,4000.53
MISS-11533,AG-20,CLI-135,CAND-1214,Intérim IA/Data,Terminée,2026-07-30,2026-09-28,420,37.98,79.37,2.09,33337.49,15950.68,17386.81
MISS-11534,AG-05,CLI-154,CAND-1468,Intérim IA/Data,En cours,2025-06-08,2025-06-18,70,71.98,130.35,1.811,9124.55,5038.72,4085.84
MISS-11535,AG-05,CLI-170,CAND-1161,Recrutement CDI,Terminée,2024-01-25,2024-02-14,140,44.38,80.29,1.809,11241.09,6213.34,5027.75
MISS-11536,AG-10,CLI-133,CAND-1329,Recrutement CDI,En cours,2025-05-22,2025-11-18,1260,47.85,97.58,2.039,122954.92,60287.34,62667.57
MISS-11537,AG-02,CLI-150,CAND-1420,Intérim IA/Data,Terminée,2024-05-14,2024-06-03,140,49.94,99.01,1.982,13860.72,6992.19,6868.53
MISS-11538,AG-18,CLI-159,CAND-1012,Intérim IA/Data,Terminée,2026-06-04,2026-06-14,70,59.1,107.06,1.811,7494.21,4137.32,3356.89
MISS-11539,AG-03,CLI-109,CAND-1164,Intérim IA/Data,En cours,2026-05-23,2026-06-12,140,37.71,71.82,1.905,10055.33,5279.73,4775.6
MISS-11540,AG-01,CLI-172,CAND-1014,Intérim IA/Data,Terminée,2025-12-21,2026-03-21,630,47.39,83.28,1.757,52467.44,29858.41,22609.03
MISS-11541,AG-08,CLI-119,CAND-1237,Recrutement CDI,Terminée,2025-03-26,2025-09-22,1260,30.93,56.34,1.821,70982.66,38974.57,32008.09
MISS-11542,AG-17,CLI-129,CAND-1404,Intérim IA/Data,En cours,2025-05-08,2025-05-18,70,42.5,78.38,1.844,5486.39,2975.18,2511.21
MISS-11543,AG-11,CLI-127,CAND-1269,Management Transition,Terminée,2025-09-14,2025-10-04,140,32.87,66.47,2.022,9305.54,4601.31,4704.23
MISS-11544,AG-02,CLI-170,CAND-1083,Intérim IA/Data,Terminée,2025-04-25,2025-05-15,140,55.13,106.78,1.937,14949.57,7717.88,7231.69
MISS-11545,AG-19,CLI-153,CAND-1137,Management Transition,Terminée,2025-09-03,2025-09-23,140,71.47,132.23,1.85,18512.64,10005.75,8506.89
MISS-11546,AG-02,CLI-154,CAND-1018,Intérim IA/Data,En cours,2024-11-09,2024-11-14,35,47.92,100.34,2.094,3511.94,1677.33,1834.61
MISS-11547,AG-08,CLI-141,CAND-1133,Intérim IA/Data,Terminée,2024-09-09,2024-09-14,35,47.52,91.17,1.918,3190.93,1663.25,1527.67
MISS-11548,AG-01,CLI-163,CAND-1254,Intérim IA/Data,Terminée,2025-07-05,2025-09-03,420,31.21,61.2,1.961,25704.94,13108.43,12596.52
MISS-11549,AG-19,CLI-145,CAND-1072,Intérim IA/Data,Terminée,2026-01-22,2026-04-22,630,52.45,92.21,1.758,58093.03,33041.03,25052.0
MISS-11550,AG-10,CLI-103,CAND-1417,Intérim IA/Data,Terminée,2024-01-17,2024-03-17,420,37.72,70.78,1.876,29727.05,15843.22,13883.83
MISS-11551,AG-20,CLI-137,CAND-1449,Intérim IA/Data,En cours,2024-08-05,2024-08-15,70,63.29,121.71,1.923,8519.46,4430.07,4089.4
MISS-11552,AG-12,CLI-159,CAND-1392,Intérim IA/Data,Terminée,2026-04-10,2026-06-09,420,57.98,115.16,1.986,48365.76,24352.79,24012.97
MISS-11553,AG-17,CLI-110,CAND-1221,Intérim IA/Data,Annulée,2026-02-10,2026-04-11,420,36.81,69.0,1.875,28981.57,15459.68,13521.89
MISS-11554,AG-11,CLI-162,CAND-1287,Intérim IA/Data,Terminée,2024-11-30,2024-12-20,140,43.38,80.29,1.851,11240.98,6072.8,5168.18
MISS-11555,AG-01,CLI-135,CAND-1373,Intérim IA/Data,En cours,2024-05-08,2024-07-07,420,37.01,66.36,1.793,27872.87,15543.99,12328.87
MISS-11556,AG-20,CLI-157,CAND-1362,Intérim IA/Data,Terminée,2024-10-25,2024-12-24,420,58.26,120.38,2.066,50560.7,24470.38,26090.32
MISS-11557,AG-13,CLI-141,CAND-1158,Intérim IA/Data,Terminée,2024-11-01,2025-04-30,1260,63.65,117.62,1.848,148202.17,80193.91,68008.26
MISS-11558,AG-15,CLI-159,CAND-1092,Intérim IA/Data,Terminée,2026-04-29,2026-05-19,140,46.6,86.42,1.855,12098.72,6523.51,5575.21
MISS-11559,AG-11,CLI-167,CAND-1446,Management Transition,Terminée,2025-06-29,2025-09-27,630,68.83,125.16,1.818,78850.0,43362.74,35487.26
MISS-11560,AG-18,CLI-102,CAND-1407,Intérim IA/Data,Terminée,2026-05-28,2026-08-26,630,32.45,60.99,1.88,38422.49,20441.12,17981.37
MISS-11561,AG-15,CLI-111,CAND-1388,Management Transition,Terminée,2025-09-04,2025-12-03,630,47.66,97.33,2.042,61318.82,30028.46,31290.36
MISS-11562,AG-13,CLI-130,CAND-1232,Intérim IA/Data,En cours,2025-07-21,2025-07-26,35,48.92,88.46,1.808,3096.2,1712.27,1383.93
MISS-11563,AG-21,CLI-150,CAND-1212,Intérim IA/Data,Terminée,2025-07-08,2025-07-28,140,57.42,110.88,1.931,15523.07,8038.94,7484.13
MISS-11564,AG-12,CLI-146,CAND-1383,Intérim IA/Data,En cours,2024-09-06,2024-09-16,70,42.68,78.62,1.842,5503.49,2987.91,2515.58
MISS-11565,AG-16,CLI-145,CAND-1456,Intérim IA/Data,Terminée,2024-01-26,2024-02-15,140,43.07,87.98,2.042,12316.91,6030.39,6286.52
MISS-11566,AG-01,CLI-100,CAND-1282,Intérim IA/Data,En cours,2024-07-30,2024-10-28,630,68.6,139.16,2.029,87672.26,43219.25,44453.01
MISS-11567,AG-17,CLI-150,CAND-1151,Intérim IA/Data,Terminée,2025-03-06,2025-03-16,70,65.43,124.15,1.897,8690.64,4580.31,4110.32
MISS-11568,AG-14,CLI-137,CAND-1357,Intérim IA/Data,Terminée,2026-05-16,2026-07-15,420,58.03,107.53,1.853,45161.43,24370.65,20790.78
MISS-11569,AG-12,CLI-137,CAND-1051,Intérim IA/Data,Terminée,2025-01-27,2025-03-28,420,71.56,145.19,2.029,60977.84,30054.37,30923.47
MISS-11570,AG-18,CLI-173,CAND-1220,Intérim IA/Data,En cours,2024-02-12,2024-02-17,35,57.45,106.92,1.861,3742.13,2010.84,1731.29
MISS-11571,AG-19,CLI-169,CAND-1001,Intérim IA/Data,Terminée,2024-12-12,2025-02-10,420,38.0,72.81,1.916,30579.46,15960.17,14619.29
MISS-11572,AG-20,CLI-145,CAND-1184,Intérim IA/Data,En cours,2024-11-02,2025-05-01,1260,33.28,59.51,1.788,74987.51,41939.06,33048.44
MISS-11573,AG-16,CLI-112,CAND-1327,Intérim IA/Data,Terminée,2024-03-25,2024-04-14,140,35.8,62.99,1.759,8818.19,5011.87,3806.32
MISS-11574,AG-21,CLI-159,CAND-1367,Intérim IA/Data,Terminée,2025-06-23,2025-07-13,140,55.9,112.08,2.005,15691.5,7825.93,7865.57
MISS-11575,AG-13,CLI-119,CAND-1372,Recrutement CDI,Terminée,2025-01-01,2025-03-02,420,70.43,124.44,1.767,52265.64,29579.2,22686.44
MISS-11576,AG-20,CLI-174,CAND-1059,Intérim IA/Data,Terminée,2024-04-01,2024-04-21,140,59.11,104.66,1.771,14652.64,8275.62,6377.02
MISS-11577,AG-01,CLI-122,CAND-1037,Recrutement CDI,Terminée,2024-03-28,2024-09-24,1260,49.09,90.67,1.847,114242.4,61851.48,52390.92
MISS-11578,AG-11,CLI-172,CAND-1475,Management Transition,En cours,2024-11-28,2025-01-27,420,51.9,106.26,2.048,44630.94,21796.56,22834.38
MISS-11579,AG-09,CLI-135,CAND-1470,Intérim IA/Data,Terminée,2024-03-30,2024-09-26,1260,65.7,128.5,1.956,161911.4,82783.4,79128.0
MISS-11580,AG-14,CLI-166,CAND-1008,Intérim IA/Data,Terminée,2025-01-20,2025-01-30,70,56.06,104.36,1.861,7305.47,3924.53,3380.94
MISS-11581,AG-22,CLI-119,CAND-1344,Intérim IA/Data,Terminée,2024-09-09,2024-12-08,630,68.91,140.08,2.033,88247.5,43415.62,44831.88
MISS-11582,AG-03,CLI-120,CAND-1266,Intérim IA/Data,Annulée,2024-01-06,2024-03-06,420,31.81,66.63,2.095,27986.01,13360.78,14625.23
MISS-11583,AG-10,CLI-106,CAND-1135,Recrutement CDI,Terminée,2026-05-12,2026-05-17,35,67.86,133.91,1.973,4687.01,2375.06,2311.94
MISS-11584,AG-08,CLI-140,CAND-1303,Intérim IA/Data,Terminée,2024-12-15,2025-01-04,140,34.42,65.24,1.895,9133.03,4819.34,4313.7
MISS-11585,AG-20,CLI-166,CAND-1035,Intérim IA/Data,Terminée,2024-12-28,2025-01-17,140,34.36,63.43,1.846,8879.74,4810.73,4069.01
MISS-11586,AG-06,CLI-107,CAND-1411,Intérim IA/Data,Terminée,2024-03-25,2024-04-04,70,55.97,98.37,1.757,6885.9,3918.1,2967.8
MISS-11587,AG-13,CLI-139,CAND-1035,Intérim IA/Data,Terminée,2025-09-29,2025-10-09,70,51.64,97.83,1.895,6848.08,3614.69,3233.39
MISS-11588,AG-13,CLI-108,CAND-1333,Recrutement CDI,Terminée,2024-08-06,2024-08-16,70,69.92,139.83,2.0,9788.1,4894.51,4893.59
MISS-11589,AG-04,CLI-109,CAND-1171,Intérim IA/Data,Terminée,2025-10-23,2025-12-22,420,66.65,134.85,2.023,56636.54,27994.84,28641.7
MISS-11590,AG-03,CLI-148,CAND-1055,Intérim IA/Data,Terminée,2024-10-09,2024-10-14,35,33.82,66.13,1.955,2314.69,1183.74,1130.95
MISS-11591,AG-02,CLI-108,CAND-1025,Intérim IA/Data,En cours,2026-04-23,2026-06-22,420,32.95,61.88,1.878,25989.01,13840.13,12148.88
MISS-11592,AG-05,CLI-100,CAND-1244,Intérim IA/Data,Terminée,2026-04-04,2026-04-24,140,54.71,102.48,1.873,14347.8,7659.49,6688.32
MISS-11593,AG-01,CLI-103,CAND-1137,Recrutement CDI,Terminée,2025-12-21,2025-12-26,35,35.86,68.25,1.903,2388.85,1255.14,1133.71
MISS-11594,AG-03,CLI-176,CAND-1087,Management Transition,Terminée,2024-12-04,2024-12-14,70,38.0,69.72,1.835,4880.42,2659.76,2220.66
MISS-11595,AG-12,CLI-138,CAND-1488,Management Transition,En cours,2024-06-30,2024-12-27,1260,34.83,61.38,1.762,77340.73,43888.83,33451.9
MISS-11596,AG-18,CLI-148,CAND-1281,Intérim IA/Data,Terminée,2025-05-20,2025-06-09,140,68.58,133.78,1.951,18729.09,9601.12,9127.97
MISS-11597,AG-14,CLI-120,CAND-1017,Intérim IA/Data,Terminée,2025-03-21,2025-05-20,420,31.11,60.81,1.955,25540.99,13066.94,12474.05
MISS-11598,AG-09,CLI-107,CAND-1069,Intérim IA/Data,Terminée,2025-08-08,2026-02-04,1260,67.57,124.99,1.85,157486.65,85143.04,72343.61
MISS-11599,AG-12,CLI-105,CAND-1184,Recrutement CDI,Terminée,2026-03-25,2026-09-21,1260,30.97,57.11,1.844,71954.99,39027.44,32927.55
MISS-11600,AG-09,CLI-143,CAND-1044,Management Transition,Terminée,2024-06-30,2024-12-27,1260,38.57,74.68,1.936,94097.97,48594.46,45503.52
MISS-11601,AG-01,CLI-178,CAND-1442,Intérim IA/Data,Terminée,2025-12-23,2026-01-12,140,58.72,110.72,1.886,15501.47,8220.58,7280.89
MISS-11602,AG-04,CLI-105,CAND-1200,Intérim IA/Data,Terminée,2025-02-27,2025-03-09,70,35.62,65.18,1.83,4562.33,2493.26,2069.08
MISS-11603,AG-14,CLI-166,CAND-1348,Intérim IA/Data,Terminée,2025-06-20,2025-07-10,140,65.05,125.88,1.935,17622.88,9106.85,8516.03
MISS-11604,AG-04,CLI-143,CAND-1378,Intérim IA/Data,Terminée,2026-03-11,2026-09-07,1260,43.25,76.14,1.76,95934.57,54497.1,41437.47
MISS-11605,AG-12,CLI-115,CAND-1134,Recrutement CDI,Terminée,2026-06-08,2026-08-07,420,50.49,104.58,2.071,43924.22,21206.34,22717.88
MISS-11606,AG-07,CLI-174,CAND-1334,Recrutement CDI,Terminée,2024-12-13,2024-12-23,70,45.98,89.49,1.946,6264.64,3218.53,3046.1
MISS-11607,AG-02,CLI-149,CAND-1384,Intérim IA/Data,Terminée,2026-04-07,2026-04-12,35,41.39,73.79,1.783,2582.78,1448.76,1134.02
MISS-11608,AG-12,CLI-168,CAND-1124,Intérim IA/Data,Annulée,2025-03-20,2025-09-16,1260,59.69,112.33,1.882,141533.06,75207.36,66325.7
MISS-11609,AG-19,CLI-179,CAND-1284,Intérim IA/Data,En cours,2024-09-03,2025-03-02,1260,46.29,89.28,1.929,112487.15,58327.81,54159.34
MISS-11610,AG-10,CLI-164,CAND-1305,Intérim IA/Data,Terminée,2024-04-11,2024-04-21,70,72.55,138.28,1.906,9679.87,5078.59,4601.28
MISS-11611,AG-07,CLI-108,CAND-1233,Intérim IA/Data,Terminée,2026-07-13,2026-09-11,420,71.5,149.66,2.093,62858.02,30031.96,32826.06
MISS-11612,AG-10,CLI-126,CAND-1457,Intérim IA/Data,Terminée,2025-01-09,2025-01-29,140,41.58,86.09,2.071,12053.11,5821.23,6231.88
MISS-11613,AG-18,CLI-168,CAND-1368,Recrutement CDI,Terminée,2026-01-09,2026-03-10,420,58.76,105.86,1.801,44459.16,24680.69,19778.47
MISS-11614,AG-02,CLI-146,CAND-1178,Intérim IA/Data,Terminée,2024-02-08,2024-04-08,420,33.66,65.63,1.95,27566.08,14137.54,13428.54
MISS-11615,AG-11,CLI-174,CAND-1236,Intérim IA/Data,En cours,2026-03-08,2026-03-13,35,61.42,121.21,1.973,4242.46,2149.78,2092.68
MISS-11616,AG-13,CLI-120,CAND-1270,Recrutement CDI,Terminée,2025-09-04,2025-12-03,630,63.14,115.09,1.823,72504.64,39779.68,32724.96
MISS-11617,AG-22,CLI-179,CAND-1165,Intérim IA/Data,Terminée,2025-01-01,2025-01-21,140,37.66,77.5,2.058,10849.94,5273.06,5576.88
MISS-11618,AG-02,CLI-130,CAND-1234,Intérim IA/Data,Terminée,2025-11-02,2026-01-01,420,32.66,57.21,1.752,24026.79,13716.96,10309.83
MISS-11619,AG-17,CLI-177,CAND-1006,Intérim IA/Data,Terminée,2024-02-14,2024-04-14,420,71.24,144.18,2.024,60557.65,29920.31,30637.34
MISS-11620,AG-02,CLI-143,CAND-1400,Recrutement CDI,En cours,2025-05-27,2025-06-16,140,64.55,125.06,1.937,17508.64,9037.04,8471.6
MISS-11621,AG-03,CLI-107,CAND-1460,Intérim IA/Data,Terminée,2024-07-18,2024-10-16,630,63.2,124.9,1.976,78688.66,39813.96,38874.69
MISS-11622,AG-10,CLI-159,CAND-1305,Intérim IA/Data,Terminée,2024-04-03,2024-04-13,70,51.78,104.32,2.015,7302.23,3624.62,3677.61
MISS-11623,AG-12,CLI-158,CAND-1022,Intérim IA/Data,Annulée,2024-01-05,2024-01-10,35,54.93,98.68,1.796,3453.81,1922.72,1531.09
MISS-11624,AG-21,CLI-143,CAND-1001,Recrutement CDI,Terminée,2024-12-16,2025-02-14,420,35.26,69.0,1.957,28978.35,14810.38,14167.97
MISS-11625,AG-03,CLI-118,CAND-1462,Intérim IA/Data,Terminée,2024-04-05,2024-04-10,35,33.65,64.38,1.913,2253.2,1177.74,1075.46
MISS-11626,AG-07,CLI-102,CAND-1054,Intérim IA/Data,Terminée,2026-01-25,2026-02-14,140,49.62,99.07,1.997,13869.78,6946.16,6923.62
MISS-11627,AG-03,CLI-121,CAND-1182,Recrutement CDI,En cours,2025-01-26,2025-01-31,35,46.58,83.85,1.8,2934.82,1630.34,1304.48
MISS-11628,AG-10,CLI-162,CAND-1025,Intérim IA/Data,Terminée,2025-11-15,2025-11-25,70,49.91,95.47,1.913,6682.99,3493.71,3189.28
MISS-11629,AG-07,CLI-159,CAND-1025,Recrutement CDI,Terminée,2024-03-20,2024-04-09,140,73.09,149.13,2.04,20878.12,10232.22,10645.9
MISS-11630,AG-02,CLI-122,CAND-1165,Recrutement CDI,Terminée,2026-06-27,2026-07-17,140,48.71,89.56,1.838,12538.07,6819.87,5718.2
MISS-11631,AG-12,CLI-134,CAND-1375,Intérim IA/Data,En cours,2024-03-28,2024-04-02,35,61.89,126.85,2.05,4439.84,2166.1,2273.74
MISS-11632,AG-03,CLI-133,CAND-1151,Intérim IA/Data,Terminée,2024-04-11,2024-10-08,1260,70.1,135.58,1.934,170836.39,88321.11,82515.28
MISS-11633,AG-17,CLI-175,CAND-1453,Recrutement CDI,Terminée,2025-08-14,2025-10-13,420,58.77,112.81,1.92,47382.28,24683.18,22699.1
MISS-11634,AG-19,CLI-142,CAND-1169,Intérim IA/Data,Terminée,2025-03-31,2025-06-29,630,37.95,70.25,1.851,44259.01,23910.84,20348.17
MISS-11635,AG-04,CLI-102,CAND-1274,Intérim IA/Data,Terminée,2025-12-09,2025-12-29,140,74.91,133.16,1.778,18642.6,10486.87,8155.74
MISS-11636,AG-16,CLI-168,CAND-1212,Intérim IA/Data,Terminée,2025-07-03,2025-07-13,70,50.5,91.39,1.81,6397.04,3534.96,2862.07
MISS-11637,AG-13,CLI-169,CAND-1260,Intérim IA/Data,Terminée,2025-09-17,2026-03-16,1260,36.67,73.07,1.993,92072.8,46204.89,45867.91
MISS-11638,AG-11,CLI-105,CAND-1234,Recrutement CDI,Terminée,2024-09-24,2024-10-14,140,63.6,115.11,1.81,16115.94,8903.99,7211.96
MISS-11639,AG-10,CLI-155,CAND-1099,Intérim IA/Data,Terminée,2025-10-19,2026-04-17,1260,71.52,143.03,2.0,180216.04,90115.11,90100.92
MISS-11640,AG-17,CLI-122,CAND-1114,Intérim IA/Data,Terminée,2024-05-02,2024-07-01,420,44.51,80.28,1.804,33716.43,18692.67,15023.76
MISS-11641,AG-06,CLI-127,CAND-1144,Intérim IA/Data,En cours,2025-07-13,2025-07-23,70,40.51,79.05,1.951,5533.38,2835.74,2697.64
MISS-11642,AG-04,CLI-115,CAND-1007,Intérim IA/Data,Terminée,2024-03-11,2024-03-21,70,31.95,58.44,1.829,4090.98,2236.27,1854.71
MISS-11643,AG-12,CLI-123,CAND-1174,Intérim IA/Data,En cours,2024-08-26,2025-02-22,1260,42.23,81.56,1.931,102768.68,53215.77,49552.91
MISS-11644,AG-14,CLI-126,CAND-1066,Recrutement CDI,Terminée,2025-01-01,2025-01-11,70,57.0,100.31,1.76,7021.88,3989.92,3031.96
MISS-11645,AG-06,CLI-151,CAND-1169,Intérim IA/Data,Terminée,2024-04-04,2024-04-24,140,72.36,127.42,1.761,17838.66,10130.25,7708.4
MISS-11646,AG-10,CLI-112,CAND-1462,Recrutement CDI,Terminée,2026-05-13,2026-06-02,140,59.63,111.9,1.877,15666.59,8348.14,7318.45
MISS-11647,AG-13,CLI-133,CAND-1413,Intérim IA/Data,Terminée,2026-05-24,2026-06-03,70,57.71,104.43,1.81,7309.93,4039.45,3270.47
MISS-11648,AG-17,CLI-153,CAND-1384,Intérim IA/Data,Terminée,2025-04-10,2025-06-09,420,62.88,116.54,1.853,48945.35,26407.79,22537.56
MISS-11649,AG-09,CLI-174,CAND-1038,Recrutement CDI,En cours,2025-03-06,2025-06-04,630,68.8,143.99,2.093,90710.58,43342.66,47367.91
MISS-11650,AG-06,CLI-151,CAND-1327,Intérim IA/Data,Terminée,2024-06-03,2024-08-02,420,67.75,129.12,1.906,54230.36,28455.0,25775.36
MISS-11651,AG-20,CLI-113,CAND-1393,Intérim IA/Data,Terminée,2024-10-21,2024-11-10,140,56.88,113.96,2.004,15954.32,7963.09,7991.23
MISS-11652,AG-06,CLI-159,CAND-1146,Management Transition,Terminée,2024-10-21,2025-04-19,1260,31.32,59.68,1.906,75197.7,39458.04,35739.66
MISS-11653,AG-01,CLI-123,CAND-1039,Intérim IA/Data,Terminée,2024-07-19,2024-09-17,420,37.35,73.85,1.977,31017.98,15687.6,15330.39
MISS-11654,AG-07,CLI-170,CAND-1190,Intérim IA/Data,Terminée,2026-02-14,2026-02-24,70,41.31,76.49,1.852,5354.25,2891.64,2462.61
MISS-11655,AG-17,CLI-136,CAND-1208,Management Transition,Terminée,2024-07-14,2024-07-24,70,65.59,131.47,2.004,9202.95,4591.29,4611.66
MISS-11656,AG-03,CLI-109,CAND-1265,Intérim IA/Data,Terminée,2024-10-19,2024-12-18,420,33.91,70.94,2.092,29796.53,14241.52,15555.01
MISS-11657,AG-12,CLI-165,CAND-1053,Recrutement CDI,Terminée,2025-06-06,2025-06-26,140,30.91,55.28,1.789,7739.78,4326.86,3412.92
MISS-11658,AG-20,CLI-124,CAND-1434,Intérim IA/Data,En cours,2025-06-17,2025-07-07,140,63.75,126.26,1.981,17676.63,8924.49,8752.13
MISS-11659,AG-17,CLI-170,CAND-1379,Intérim IA/Data,Terminée,2024-06-20,2024-07-10,140,54.49,98.03,1.799,13723.9,7628.82,6095.08
MISS-11660,AG-12,CLI-106,CAND-1119,Intérim IA/Data,Annulée,2026-03-27,2026-05-26,420,33.38,59.66,1.787,25055.5,14020.85,11034.66
MISS-11661,AG-15,CLI-137,CAND-1291,Intérim IA/Data,Annulée,2024-05-03,2024-05-13,70,35.03,68.23,1.948,4776.43,2451.99,2324.44
MISS-11662,AG-05,CLI-135,CAND-1440,Intérim IA/Data,En cours,2025-11-22,2026-05-21,1260,69.61,142.85,2.052,179986.69,87704.35,92282.35
MISS-11663,AG-07,CLI-171,CAND-1155,Intérim IA/Data,Terminée,2026-03-25,2026-04-04,70,36.7,76.96,2.097,5387.31,2568.98,2818.33
MISS-11664,AG-10,CLI-115,CAND-1152,Recrutement CDI,Terminée,2026-06-17,2026-08-16,420,43.34,84.72,1.955,35582.36,18201.47,17380.89
MISS-11665,AG-11,CLI-156,CAND-1424,Intérim IA/Data,Terminée,2024-10-17,2024-11-06,140,71.9,140.55,1.955,19676.3,10065.96,9610.34
MISS-11666,AG-01,CLI-151,CAND-1381,Recrutement CDI,Terminée,2025-10-27,2025-11-16,140,73.0,132.51,1.815,18551.44,10219.52,8331.92
MISS-11667,AG-01,CLI-126,CAND-1211,Intérim IA/Data,Terminée,2024-10-30,2024-11-19,140,36.35,65.13,1.792,9118.25,5088.47,4029.78
MISS-11668,AG-19,CLI-162,CAND-1005,Intérim IA/Data,Terminée,2026-03-08,2026-03-28,140,61.41,111.52,1.816,15612.31,8597.56,7014.75
MISS-11669,AG-11,CLI-122,CAND-1364,Intérim IA/Data,Terminée,2024-11-09,2024-11-29,140,63.27,116.92,1.848,16369.01,8858.18,7510.83
MISS-11670,AG-02,CLI-159,CAND-1495,Intérim IA/Data,En cours,2025-11-09,2025-11-29,140,65.91,128.64,1.952,18009.52,9226.97,8782.55
MISS-11671,AG-05,CLI-168,CAND-1374,Intérim IA/Data,Terminée,2026-05-25,2026-06-14,140,47.61,91.7,1.926,12837.6,6666.03,6171.57
MISS-11672,AG-09,CLI-104,CAND-1286,Intérim IA/Data,Terminée,2024-09-07,2024-11-06,420,51.72,90.91,1.758,38183.91,21722.17,16461.73
MISS-11673,AG-01,CLI-143,CAND-1327,Recrutement CDI,Terminée,2026-08-02,2026-08-22,140,67.23,122.84,1.827,17197.73,9412.59,7785.14
MISS-11674,AG-06,CLI-106,CAND-1005,Intérim IA/Data,Terminée,2025-12-06,2026-06-04,1260,37.19,73.45,1.975,92545.61,46857.92,45687.69
MISS-11675,AG-20,CLI-101,CAND-1246,Intérim IA/Data,Terminée,2025-02-20,2025-02-25,35,32.29,62.4,1.933,2184.02,1130.03,1053.99
MISS-11676,AG-13,CLI-145,CAND-1146,Intérim IA/Data,Annulée,2025-04-09,2025-06-08,420,74.17,145.71,1.964,61199.84,31153.26,30046.58
MISS-11677,AG-05,CLI-146,CAND-1429,Intérim IA/Data,Terminée,2025-09-16,2025-09-21,35,51.44,98.55,1.916,3449.25,1800.44,1648.81
MISS-11678,AG-14,CLI-140,CAND-1035,Intérim IA/Data,En cours,2025-04-15,2025-04-20,35,32.4,63.0,1.944,2204.91,1134.12,1070.79
MISS-11679,AG-03,CLI-169,CAND-1498,Intérim IA/Data,Terminée,2026-04-24,2026-05-14,140,72.65,142.19,1.957,19905.98,10171.43,9734.56
MISS-11680,AG-17,CLI-179,CAND-1311,Management Transition,Terminée,2025-11-01,2025-11-21,140,46.22,85.21,1.843,11928.86,6471.27,5457.59
MISS-11681,AG-21,CLI-107,CAND-1360,Intérim IA/Data,Terminée,2024-01-28,2024-07-26,1260,67.08,139.08,2.073,175246.78,84521.49,90725.3
MISS-11682,AG-12,CLI-114,CAND-1163,Intérim IA/Data,En cours,2026-07-19,2026-09-17,420,37.5,70.82,1.889,29744.63,15747.92,13996.71
MISS-11683,AG-16,CLI-135,CAND-1445,Intérim IA/Data,En cours,2024-05-07,2024-05-17,70,48.37,94.4,1.952,6608.26,3386.17,3222.09
MISS-11684,AG-20,CLI-115,CAND-1035,Recrutement CDI,Terminée,2024-03-26,2024-04-15,140,36.59,69.1,1.888,9674.06,5122.96,4551.1
MISS-11685,AG-14,CLI-145,CAND-1338,Recrutement CDI,Terminée,2024-07-21,2024-07-31,70,49.95,93.87,1.879,6570.88,3496.38,3074.5
MISS-11686,AG-12,CLI-167,CAND-1475,Intérim IA/Data,Terminée,2026-02-13,2026-05-14,630,57.3,116.36,2.031,73304.0,36098.32,37205.68
MISS-11687,AG-11,CLI-117,CAND-1058,Intérim IA/Data,Terminée,2024-09-22,2024-11-21,420,32.12,62.93,1.959,26430.29,13490.61,12939.68
MISS-11688,AG-15,CLI-115,CAND-1139,Intérim IA/Data,Terminée,2026-05-31,2026-06-20,140,72.24,151.21,2.093,21168.97,10114.11,11054.85
MISS-11689,AG-15,CLI-101,CAND-1340,Recrutement CDI,En cours,2024-09-26,2024-11-25,420,71.04,148.57,2.092,62400.45,29835.21,32565.23
MISS-11690,AG-11,CLI-164,CAND-1041,Intérim IA/Data,Terminée,2025-12-10,2025-12-30,140,40.73,84.54,2.076,11835.65,5701.66,6133.99
MISS-11691,AG-02,CLI-116,CAND-1256,Intérim IA/Data,Terminée,2026-07-28,2027-01-24,1260,34.69,72.3,2.084,91091.98,43705.32,47386.66
MISS-11692,AG-13,CLI-115,CAND-1233,Management Transition,En cours,2026-03-04,2026-03-14,70,43.71,87.37,1.999,6116.25,3059.92,3056.32
MISS-11693,AG-04,CLI-165,CAND-1497,Intérim IA/Data,Terminée,2025-12-25,2025-12-30,35,67.57,139.4,2.063,4878.96,2365.01,2513.95
MISS-11694,AG-05,CLI-100,CAND-1124,Intérim IA/Data,Terminée,2026-01-12,2026-01-22,70,55.78,100.22,1.797,7015.47,3904.69,3110.78
MISS-11695,AG-03,CLI-124,CAND-1212,Recrutement CDI,Terminée,2024-12-27,2025-06-25,1260,56.85,109.53,1.927,138003.82,71630.88,66372.95
MISS-11696,AG-17,CLI-160,CAND-1398,Intérim IA/Data,Terminée,2025-07-13,2025-07-23,70,56.44,106.71,1.891,7469.95,3950.64,3519.31
