facture_id,mission_id,client_id,agence_id,date_facture,date_echeance,dso_effectif_jours,montant_ht,montant_tva,statut_paiement
FAC-2026-2244,MISS-10681,CLI-167,AG-01,2025-12-13,2026-01-27,30,88179.72,17635.94,Payée
FAC-2026-2245,MISS-10811,CLI-112,AG-03,2025-03-21,2025-05-05,45,16215.19,3243.04,En cours
FAC-2026-2246,MISS-11632,CLI-133,AG-03,2024-05-11,2024-06-25,30,85418.2,17083.64,Payée
FAC-2026-2247,MISS-12806,CLI-173,AG-08,2026-08-22,2026-10-06,45,13435.52,2687.1,Payée
FAC-2026-2248,MISS-10067,CLI-160,AG-10,2025-04-29,2025-06-13,90,35245.83,7049.17,Payée
FAC-2026-2249,MISS-12596,CLI-118,AG-01,2024-10-06,2024-11-20,30,6653.63,1330.73,Payée
FAC-2026-2250,MISS-11100,CLI-146,AG-11,2025-08-04,2025-09-18,30,57863.88,11572.78,Payée
FAC-2026-2251,MISS-10666,CLI-115,AG-18,2025-08-17,2025-10-01,45,6741.4,1348.28,En retard (Litige)
FAC-2026-2252,MISS-12717,CLI-126,AG-16,2024-10-05,2024-11-19,45,4028.07,805.61,En cours
FAC-2026-2253,MISS-10619,CLI-157,AG-08,2025-03-26,2025-05-10,45,4865.2,973.04,Payée
FAC-2026-2254,MISS-12619,CLI-155,AG-16,2024-12-02,2025-01-16,30,22500.92,4500.18,En cours
FAC-2026-2255,MISS-10346,CLI-120,AG-11,2026-04-19,2026-06-03,45,2230.8,446.16,Payée
FAC-2026-2256,MISS-13407,CLI-172,AG-10,2024-05-10,2024-06-24,120,1467.68,293.54,Payée
FAC-2026-2257,MISS-10381,CLI-170,AG-06,2025-04-03,2025-05-18,60,18262.89,3652.58,Payée
FAC-2026-2258,MISS-13125,CLI-142,AG-01,2024-09-30,2024-11-14,60,8753.92,1750.78,En cours
FAC-2026-2259,MISS-12276,CLI-100,AG-14,2024-11-16,2024-12-31,45,80107.29,16021.46,Payée
FAC-2026-2260,MISS-10354,CLI-112,AG-22,2026-07-28,2026-09-11,45,5274.78,1054.96,Payée
FAC-2026-2261,MISS-11503,CLI-128,AG-06,2026-09-04,2026-10-19,30,23048.11,4609.62,Payée
FAC-2026-2262,MISS-12470,CLI-145,AG-06,2025-04-16,2025-05-31,30,2370.43,474.08,Payée
FAC-2026-2263,MISS-12920,CLI-126,AG-10,2024-02-25,2024-04-10,30,79494.2,15898.84,En cours
FAC-2026-2264,MISS-10992,CLI-111,AG-17,2025-07-08,2025-08-22,90,2825.42,565.08,Payée
FAC-2026-2265,MISS-11190,CLI-122,AG-13,2024-02-27,2024-04-12,45,20662.3,4132.46,Payée
FAC-2026-2266,MISS-12537,CLI-137,AG-12,2024-08-09,2024-09-23,90,4039.56,807.91,Payée
FAC-2026-2267,MISS-11800,CLI-143,AG-16,2026-08-14,2026-09-28,45,4344.31,868.86,Payée
FAC-2026-2268,MISS-12631,CLI-156,AG-05,2025-01-28,2025-03-14,45,12239.17,2447.83,Payée
FAC-2026-2269,MISS-12000,CLI-100,AG-15,2025-09-19,2025-11-03,30,63078.36,12615.67,Payée
FAC-2026-2270,MISS-12521,CLI-105,AG-10,2025-04-20,2025-06-04,45,16483.0,3296.6,Payée
FAC-2026-2271,MISS-13128,CLI-128,AG-04,2025-03-08,2025-04-22,45,2622.63,524.53,En retard (Litige)
FAC-2026-2272,MISS-10974,CLI-150,AG-01,2025-04-17,2025-06-01,60,2146.43,429.29,Payée
FAC-2026-2273,MISS-11315,CLI-145,AG-20,2024-03-10,2024-04-24,90,3840.68,768.14,Payée
FAC-2026-2274,MISS-12941,CLI-146,AG-08,2025-12-10,2026-01-24,90,7070.94,1414.19,En retard (Litige)
FAC-2026-2275,MISS-12843,CLI-170,AG-04,2024-09-17,2024-11-01,30,2853.64,570.73,Payée
FAC-2026-2276,MISS-13174,CLI-153,AG-19,2026-05-28,2026-07-12,30,30074.58,6014.92,Payée
FAC-2026-2277,MISS-12972,CLI-118,AG-21,2024-07-04,2024-08-18,30,9679.91,1935.98,Payée
FAC-2026-2278,MISS-12588,CLI-131,AG-22,2025-11-15,2025-12-30,45,23717.0,4743.4,En cours
FAC-2026-2279,MISS-10859,CLI-171,AG-22,2025-07-19,2025-09-02,60,2470.14,494.03,Payée
FAC-2026-2280,MISS-10244,CLI-127,AG-06,2024-11-17,2025-01-01,30,78973.26,15794.65,Payée
FAC-2026-2281,MISS-12901,CLI-154,AG-14,2025-09-24,2025-11-08,60,6558.0,1311.6,Payée
FAC-2026-2282,MISS-13261,CLI-100,AG-21,2024-06-24,2024-08-08,45,41117.92,8223.58,Payée
FAC-2026-2283,MISS-12173,CLI-130,AG-13,2024-10-14,2024-11-28,30,28020.52,5604.1,Payée
FAC-2026-2284,MISS-12691,CLI-141,AG-04,2026-06-25,2026-08-09,45,4210.44,842.09,En cours
FAC-2026-2285,MISS-11257,CLI-106,AG-05,2026-01-12,2026-02-26,30,4283.23,856.65,Payée
FAC-2026-2286,MISS-10467,CLI-162,AG-02,2024-05-05,2024-06-19,45,2573.56,514.71,Payée
FAC-2026-2287,MISS-10406,CLI-179,AG-18,2026-01-13,2026-02-27,90,3742.16,748.43,En cours
FAC-2026-2288,MISS-12831,CLI-138,AG-02,2025-03-19,2025-05-03,30,2680.23,536.05,Payée
FAC-2026-2289,MISS-13447,CLI-152,AG-05,2025-02-13,2025-03-30,45,90936.5,18187.3,En cours
FAC-2026-2290,MISS-11886,CLI-119,AG-04,2026-08-23,2026-10-07,30,8541.56,1708.31,Payée
FAC-2026-2291,MISS-11418,CLI-152,AG-01,2025-05-03,2025-06-17,45,9579.3,1915.86,Payée
FAC-2026-2292,MISS-12828,CLI-142,AG-04,2024-08-23,2024-10-07,45,5452.73,1090.55,Payée
FAC-2026-2293,MISS-10792,CLI-149,AG-06,2024-04-19,2024-06-03,45,7289.19,1457.84,Payée
FAC-2026-2294,MISS-11209,CLI-156,AG-11,2025-06-07,2025-07-22,30,83796.12,16759.23,Payée
FAC-2026-2295,MISS-11482,CLI-173,AG-17,2025-08-09,2025-09-23,60,1152.31,230.46,Payée
FAC-2026-2296,MISS-10599,CLI-126,AG-10,2026-04-30,2026-06-14,30,30180.06,6036.01,Payée
FAC-2026-2297,MISS-10212,CLI-129,AG-09,2026-03-09,2026-04-23,45,6046.45,1209.29,Payée
FAC-2026-2298,MISS-12306,CLI-113,AG-14,2024-08-16,2024-09-30,30,35322.79,7064.56,Payée
FAC-2026-2299,MISS-13367,CLI-121,AG-22,2024-08-22,2024-10-06,30,2045.22,409.04,Payée
FAC-2026-2300,MISS-11452,CLI-154,AG-22,2025-12-14,2026-01-28,30,2420.06,484.01,Payée
FAC-2026-2301,MISS-13225,CLI-177,AG-20,2024-10-11,2024-11-25,90,2291.04,458.21,Payée
FAC-2026-2302,MISS-13293,CLI-148,AG-15,2026-03-17,2026-05-01,30,5140.14,1028.03,Payée
FAC-2026-2303,MISS-12073,CLI-170,AG-22,2025-06-25,2025-08-09,30,6130.36,1226.07,En retard (Litige)
FAC-2026-2304,MISS-12061,CLI-172,AG-16,2026-05-25,2026-07-09,45,2567.04,513.41,Payée
FAC-2026-2305,MISS-11337,CLI-156,AG-14,2024-07-21,2024-09-04,30,9025.87,1805.17,Payée
FAC-2026-2306,MISS-10906,CLI-128,AG-06,2025-10-02,2025-11-16,45,78605.63,15721.13,Payée
FAC-2026-2307,MISS-12495,CLI-153,AG-09,2024-02-03,2024-03-19,30,32234.1,6446.82,Payée
FAC-2026-2308,MISS-13338,CLI-135,AG-02,2025-01-18,2025-03-04,30,41853.72,8370.74,Payée
FAC-2026-2309,MISS-10218,CLI-141,AG-11,2025-02-02,2025-03-19,45,49537.05,9907.41,Payée
FAC-2026-2310,MISS-11745,CLI-140,AG-18,2026-01-14,2026-02-28,45,29115.9,5823.18,Payée
FAC-2026-2311,MISS-10433,CLI-169,AG-12,2025-03-17,2025-05-01,30,87192.46,17438.49,Payée
FAC-2026-2312,MISS-11448,CLI-113,AG-02,2025-01-15,2025-03-01,60,1691.26,338.25,Payée
FAC-2026-2313,MISS-11790,CLI-132,AG-03,2025-06-23,2025-08-07,30,1631.22,326.24,Payée
FAC-2026-2314,MISS-11025,CLI-156,AG-19,2024-03-22,2024-05-06,30,78416.8,15683.36,En cours
FAC-2026-2315,MISS-12249,CLI-109,AG-13,2025-01-20,2025-03-06,45,4718.65,943.73,En cours
FAC-2026-2316,MISS-13084,CLI-132,AG-02,2025-03-17,2025-05-01,90,1661.35,332.27,Payée
FAC-2026-2317,MISS-10673,CLI-143,AG-05,2024-12-22,2025-02-05,45,6344.25,1268.85,Payée
FAC-2026-2318,MISS-12535,CLI-154,AG-06,2024-04-06,2024-05-21,30,3554.32,710.86,Payée
FAC-2026-2319,MISS-13276,CLI-169,AG-13,2026-04-10,2026-05-25,30,2366.54,473.31,Payée
FAC-2026-2320,MISS-12604,CLI-177,AG-22,2025-04-15,2025-05-30,90,27070.82,5414.16,Payée
FAC-2026-2321,MISS-12773,CLI-124,AG-07,2025-05-12,2025-06-26,30,23930.28,4786.06,Payée
FAC-2026-2322,MISS-12953,CLI-133,AG-08,2026-07-21,2026-09-04,45,3351.81,670.36,Payée
FAC-2026-2323,MISS-13382,CLI-103,AG-05,2024-04-21,2024-06-05,30,67059.12,13411.82,Payée
FAC-2026-2324,MISS-11839,CLI-110,AG-01,2024-12-15,2025-01-29,60,19783.79,3956.76,Payée
FAC-2026-2325,MISS-11983,CLI-143,AG-16,2025-10-15,2025-11-29,45,6042.8,1208.56,Payée
FAC-2026-2326,MISS-10514,CLI-121,AG-03,2025-05-05,2025-06-19,45,22833.8,4566.76,Payée
FAC-2026-2327,MISS-12728,CLI-168,AG-12,2025-07-25,2025-09-08,60,60454.86,12090.97,Payée
FAC-2026-2328,MISS-11981,CLI-175,AG-18,2025-11-01,2025-12-16,30,4725.73,945.15,Payée
FAC-2026-2329,MISS-12546,CLI-148,AG-14,2025-11-09,2025-12-24,45,55344.0,11068.8,En cours
FAC-2026-2330,MISS-13319,CLI-175,AG-13,2025-09-22,2025-11-06,45,7639.0,1527.8,Payée
FAC-2026-2331,MISS-12076,CLI-122,AG-14,2026-01-27,2026-03-13,30,5899.59,1179.92,Payée
FAC-2026-2332,MISS-13157,CLI-101,AG-19,2026-03-28,2026-05-12,45,1534.55,306.91,Payée
FAC-2026-2333,MISS-13424,CLI-136,AG-10,2024-09-19,2024-11-03,45,23304.56,4660.91,Payée
FAC-2026-2334,MISS-12494,CLI-117,AG-07,2024-10-03,2024-11-17,90,5033.94,1006.79,Payée
FAC-2026-2335,MISS-13051,CLI-128,AG-10,2025-07-22,2025-09-05,30,1975.18,395.04,Payée
FAC-2026-2336,MISS-11036,CLI-138,AG-08,2026-04-01,2026-05-16,45,4089.7,817.94,Payée
FAC-2026-2337,MISS-12517,CLI-141,AG-10,2025-12-11,2026-01-25,30,2269.83,453.97,Payée
FAC-2026-2338,MISS-11325,CLI-172,AG-08,2024-10-21,2024-12-05,45,76912.94,15382.59,Payée
FAC-2026-2339,MISS-12204,CLI-112,AG-18,2025-02-12,2025-03-29,30,2078.18,415.64,Payée
FAC-2026-2340,MISS-11888,CLI-176,AG-14,2025-10-12,2025-11-26,60,14428.14,2885.63,Payée
FAC-2026-2341,MISS-11033,CLI-154,AG-07,2026-07-10,2026-08-24,45,38977.81,7795.56,Payée
FAC-2026-2342,MISS-11583,CLI-106,AG-10,2026-06-11,2026-07-26,45,2343.5,468.7,Payée
FAC-2026-2343,MISS-11492,CLI-141,AG-22,2026-05-14,2026-06-28,45,47975.1,9595.02,En cours
FAC-2026-2344,MISS-10963,CLI-155,AG-13,2025-02-18,2025-04-04,30,3580.44,716.09,Payée
FAC-2026-2345,MISS-10510,CLI-167,AG-14,2025-11-28,2026-01-12,30,2029.9,405.98,Payée
FAC-2026-2346,MISS-12739,CLI-121,AG-15,2024-09-29,2024-11-13,30,8451.94,1690.39,Payée
FAC-2026-2347,MISS-13077,CLI-104,AG-19,2025-01-17,2025-03-03,90,8965.04,1793.01,En cours
FAC-2026-2348,MISS-11254,CLI-139,AG-12,2025-04-07,2025-05-22,45,2869.22,573.84,Payée
FAC-2026-2349,MISS-10692,CLI-153,AG-17,2026-01-28,2026-03-14,45,10154.17,2030.84,Payée
FAC-2026-2350,MISS-12161,CLI-151,AG-11,2024-07-02,2024-08-16,45,90141.81,18028.36,En cours
FAC-2026-2351,MISS-11406,CLI-128,AG-11,2024-09-11,2024-10-26,90,23128.95,4625.79,Payée
FAC-2026-2352,MISS-12166,CLI-108,AG-20,2025-09-24,2025-11-08,60,2209.3,441.86,Payée
FAC-2026-2353,MISS-11508,CLI-115,AG-04,2026-08-10,2026-09-24,30,23512.1,4702.42,Payée
FAC-2026-2354,MISS-13101,CLI-109,AG-07,2025-09-08,2025-10-23,45,2176.7,435.34,Payée
FAC-2026-2355,MISS-12586,CLI-162,AG-01,2025-11-22,2026-01-06,30,3835.02,767.0,Payée
FAC-2026-2356,MISS-13486,CLI-164,AG-16,2026-05-15,2026-06-29,45,4677.15,935.43,Payée
FAC-2026-2357,MISS-13069,CLI-154,AG-03,2025-11-28,2026-01-12,45,8094.2,1618.84,Payée
FAC-2026-2358,MISS-10799,CLI-140,AG-13,2026-07-19,2026-09-02,30,4222.5,844.5,Payée
FAC-2026-2359,MISS-11647,CLI-133,AG-13,2026-06-23,2026-08-07,45,3654.96,730.99,Payée
FAC-2026-2360,MISS-11903,CLI-149,AG-14,2025-08-04,2025-09-18,120,1700.38,340.08,Payée
FAC-2026-2361,MISS-11400,CLI-128,AG-10,2025-09-22,2025-11-06,45,2433.52,486.7,En cours
FAC-2026-2362,MISS-12081,CLI-131,AG-14,2025-06-16,2025-07-31,30,4953.66,990.73,Payée
FAC-2026-2363,MISS-12606,CLI-162,AG-22,2026-01-29,2026-03-15,30,41925.71,8385.14,Payée
FAC-2026-2364,MISS-10205,CLI-119,AG-15,2024-11-19,2025-01-03,30,9302.5,1860.5,Payée
FAC-2026-2365,MISS-13042,CLI-117,AG-16,2025-10-17,2025-12-01,45,23786.85,4757.37,Payée
FAC-2026-2366,MISS-10534,CLI-117,AG-13,2025-05-27,2025-07-11,30,8806.86,1761.37,Payée
FAC-2026-2367,MISS-11411,CLI-124,AG-01,2025-11-29,2026-01-13,30,12339.08,2467.82,Payée
FAC-2026-2368,MISS-12997,CLI-122,AG-05,2024-03-31,2024-05-15,60,71231.08,14246.22,Payée
FAC-2026-2369,MISS-13227,CLI-156,AG-02,2025-01-05,2025-02-19,45,19015.61,3803.12,En cours
FAC-2026-2370,MISS-12637,CLI-172,AG-06,2026-07-20,2026-09-03,30,59431.69,11886.34,Payée
FAC-2026-2371,MISS-10268,CLI-139,AG-15,2025-08-16,2025-09-30,60,27899.56,5579.91,En retard (Litige)
FAC-2026-2372,MISS-12779,CLI-110,AG-20,2025-01-11,2025-02-25,30,2082.1,416.42,En cours
FAC-2026-2373,MISS-13447,CLI-152,AG-05,2025-02-13,2025-03-30,120,90936.5,18187.3,Payée
FAC-2026-2374,MISS-11890,CLI-163,AG-21,2025-10-12,2025-11-26,30,71228.82,14245.76,Payée
FAC-2026-2375,MISS-11593,CLI-103,AG-01,2026-01-20,2026-03-06,30,1194.42,238.88,Payée
FAC-2026-2376,MISS-11278,CLI-104,AG-16,2024-12-13,2025-01-27,30,4140.6,828.12,Payée
FAC-2026-2377,MISS-12575,CLI-133,AG-19,2025-06-21,2025-08-05,45,4313.07,862.61,En cours
FAC-2026-2378,MISS-10150,CLI-145,AG-10,2025-03-22,2025-05-06,90,4131.0,826.2,En cours
FAC-2026-2379,MISS-10207,CLI-111,AG-08,2026-04-20,2026-06-04,30,36937.48,7387.5,Payée
FAC-2026-2380,MISS-11128,CLI-153,AG-20,2025-08-25,2025-10-09,30,28868.34,5773.67,En retard (Litige)
FAC-2026-2381,MISS-11857,CLI-129,AG-15,2026-04-20,2026-06-04,30,8059.82,1611.96,Payée
FAC-2026-2382,MISS-13056,CLI-176,AG-13,2025-10-09,2025-11-23,120,4174.84,834.97,En cours
FAC-2026-2383,MISS-13094,CLI-131,AG-03,2025-02-25,2025-04-11,30,8058.28,1611.66,Payée
FAC-2026-2384,MISS-12664,CLI-164,AG-04,2025-11-02,2025-12-17,45,21533.2,4306.64,Payée
FAC-2026-2385,MISS-10327,CLI-118,AG-16,2025-02-22,2025-04-08,120,46871.46,9374.29,Payée
FAC-2026-2386,MISS-13402,CLI-120,AG-11,2026-08-15,2026-09-29,60,6075.16,1215.03,Payée
FAC-2026-2387,MISS-11137,CLI-141,AG-17,2025-09-09,2025-10-24,45,3609.14,721.83,Payée
FAC-2026-2388,MISS-13137,CLI-104,AG-13,2025-10-24,2025-12-08,30,2725.68,545.14,Payée
FAC-2026-2389,MISS-12534,CLI-167,AG-13,2024-11-06,2024-12-21,30,18512.08,3702.42,En cours
FAC-2026-2390,MISS-11447,CLI-104,AG-21,2025-06-11,2025-07-26,30,7613.8,1522.76,Payée
FAC-2026-2391,MISS-12831,CLI-138,AG-02,2025-03-19,2025-05-03,30,2680.23,536.05,Payée
FAC-2026-2392,MISS-10663,CLI-153,AG-12,2024-06-21,2024-08-05,60,7202.32,1440.46,Payée
FAC-2026-2393,MISS-13143,CLI-124,AG-09,2025-10-22,2025-12-06,30,7450.5,1490.1,Payée
FAC-2026-2394,MISS-10255,CLI-141,AG-07,2026-05-11,2026-06-25,45,3111.92,622.39,Payée
FAC-2026-2395,MISS-12738,CLI-154,AG-20,2025-09-19,2025-11-03,45,39625.98,7925.2,Payée
FAC-2026-2396,MISS-12140,CLI-100,AG-15,2026-07-10,2026-08-24,30,4007.5,801.5,En cours
FAC-2026-2397,MISS-12790,CLI-156,AG-10,2025-11-30,2026-01-14,30,3303.1,660.62,Payée
FAC-2026-2398,MISS-11128,CLI-153,AG-20,2025-08-25,2025-10-09,45,28868.34,5773.67,Payée
FAC-2026-2399,MISS-12991,CLI-152,AG-15,2024-03-03,2024-04-17,30,13166.16,2633.23,Payée
FAC-2026-2400,MISS-13171,CLI-112,AG-17,2024-11-12,2024-12-27,30,2970.87,594.17,Payée
FAC-2026-2401,MISS-11081,CLI-142,AG-17,2024-02-20,2024-04-05,60,22332.04,4466.41,Payée
FAC-2026-2402,MISS-12712,CLI-176,AG-11,2026-08-31,2026-10-15,45,19280.59,3856.12,Payée
FAC-2026-2403,MISS-10091,CLI-158,AG-15,2026-07-10,2026-08-24,90,2086.26,417.25,Payée
FAC-2026-2404,MISS-11828,CLI-177,AG-12,2026-06-20,2026-08-04,30,27588.1,5517.62,Payée
FAC-2026-2405,MISS-13312,CLI-116,AG-11,2025-11-04,2025-12-19,60,7374.63,1474.93,Payée
FAC-2026-2406,MISS-13490,CLI-179,AG-03,2025-02-12,2025-03-29,30,41683.8,8336.76,Payée
FAC-2026-2407,MISS-10572,CLI-111,AG-09,2025-09-16,2025-10-31,30,3871.17,774.23,En retard (Litige)
FAC-2026-2408,MISS-12673,CLI-135,AG-01,2025-12-10,2026-01-24,30,6178.8,1235.76,Payée
FAC-2026-2409,MISS-10381,CLI-170,AG-06,2025-04-03,2025-05-18,30,18262.89,3652.58,Payée
FAC-2026-2410,MISS-10413,CLI-159,AG-18,2026-03-10,2026-04-24,45,8336.17,1667.24,Payée
FAC-2026-2411,MISS-13216,CLI-171,AG-20,2026-03-26,2026-05-10,45,2932.11,586.42,En cours
FAC-2026-2412,MISS-12638,CLI-117,AG-11,2026-01-08,2026-02-22,30,40380.8,8076.16,Payée
FAC-2026-2413,MISS-10443,CLI-166,AG-04,2025-05-31,2025-07-15,30,77159.02,15431.8,Payée
FAC-2026-2414,MISS-13058,CLI-165,AG-06,2026-08-16,2026-09-30,30,3387.06,677.41,Payée
FAC-2026-2415,MISS-11561,CLI-111,AG-15,2025-10-04,2025-11-18,30,30659.41,6131.88,En cours
FAC-2026-2416,MISS-10131,CLI-113,AG-05,2025-06-10,2025-07-25,90,2851.78,570.36,Payée
FAC-2026-2417,MISS-10397,CLI-131,AG-02,2026-01-19,2026-03-05,30,96479.96,19295.99,Payée
FAC-2026-2418,MISS-12421,CLI-142,AG-13,2026-01-28,2026-03-14,30,2795.08,559.02,En cours
FAC-2026-2419,MISS-13268,CLI-143,AG-22,2025-08-27,2025-10-11,30,68814.79,13762.96,Payée
FAC-2026-2420,MISS-11613,CLI-168,AG-18,2026-02-08,2026-03-25,30,22229.58,4445.92,En cours
FAC-2026-2421,MISS-12540,CLI-102,AG-19,2025-07-13,2025-08-27,30,53898.03,10779.61,En cours
FAC-2026-2422,MISS-11761,CLI-122,AG-16,2024-12-04,2025-01-18,45,16375.53,3275.11,Payée
FAC-2026-2423,MISS-10929,CLI-142,AG-11,2026-07-04,2026-08-18,45,1959.88,391.98,Payée
FAC-2026-2424,MISS-11386,CLI-126,AG-07,2024-04-26,2024-06-10,45,42380.71,8476.14,Payée
FAC-2026-2425,MISS-11908,CLI-126,AG-21,2025-01-31,2025-03-17,45,82208.62,16441.72,En retard (Litige)
FAC-2026-2426,MISS-11049,CLI-147,AG-14,2024-07-23,2024-09-06,90,71758.1,14351.62,Payée
FAC-2026-2427,MISS-11705,CLI-110,AG-21,2024-09-01,2024-10-16,30,8412.58,1682.52,Payée
FAC-2026-2428,MISS-10482,CLI-179,AG-12,2024-08-21,2024-10-05,30,2342.76,468.55,Payée
FAC-2026-2429,MISS-12594,CLI-146,AG-03,2024-06-02,2024-07-17,30,3357.05,671.41,En cours
FAC-2026-2430,MISS-13492,CLI-109,AG-13,2026-04-02,2026-05-17,30,3995.18,799.04,En cours
FAC-2026-2431,MISS-10204,CLI-125,AG-07,2024-10-19,2024-12-03,90,31886.48,6377.3,En cours
FAC-2026-2432,MISS-11639,CLI-155,AG-10,2025-11-18,2026-01-02,45,90108.02,18021.6,Payée
FAC-2026-2433,MISS-12339,CLI-172,AG-16,2026-02-25,2026-04-11,30,24926.45,4985.29,Payée
FAC-2026-2434,MISS-10903,CLI-129,AG-13,2026-09-06,2026-10-21,30,15038.85,3007.77,Payée
FAC-2026-2435,MISS-11093,CLI-111,AG-17,2025-06-18,2025-08-02,45,43805.58,8761.12,Payée
FAC-2026-2436,MISS-12321,CLI-167,AG-07,2026-06-17,2026-08-01,120,1512.22,302.44,Payée
FAC-2026-2437,MISS-11900,CLI-113,AG-05,2025-08-03,2025-09-17,30,3416.9,683.38,En cours
FAC-2026-2438,MISS-11697,CLI-101,AG-01,2024-03-26,2024-05-10,30,2254.72,450.94,En cours
FAC-2026-2439,MISS-12310,CLI-140,AG-14,2024-02-18,2024-04-03,30,28310.31,5662.06,Payée
FAC-2026-2440,MISS-13046,CLI-122,AG-17,2024-05-18,2024-07-02,30,12661.8,2532.36,En cours
FAC-2026-2441,MISS-12773,CLI-124,AG-07,2025-05-12,2025-06-26,120,23930.28,4786.06,Payée
FAC-2026-2442,MISS-10949,CLI-158,AG-11,2025-04-30,2025-06-14,45,57900.59,11580.12,En cours
FAC-2026-2443,MISS-10294,CLI-106,AG-16,2024-10-27,2024-12-11,30,27638.78,5527.76,Payée
FAC-2026-2444,MISS-13258,CLI-174,AG-21,2025-08-25,2025-10-09,30,26953.19,5390.64,Payée
FAC-2026-2445,MISS-10777,CLI-177,AG-21,2025-06-20,2025-08-04,45,58129.44,11625.89,Payée
FAC-2026-2446,MISS-11965,CLI-103,AG-17,2025-02-10,2025-03-27,45,12351.29,2470.26,Payée
FAC-2026-2447,MISS-12857,CLI-141,AG-19,2024-09-16,2024-10-31,30,16979.38,3395.88,En cours
FAC-2026-2448,MISS-10887,CLI-144,AG-22,2026-08-14,2026-09-28,45,26401.29,5280.26,Payée
FAC-2026-2449,MISS-10779,CLI-140,AG-18,2025-03-21,2025-05-05,45,2191.44,438.29,Payée
FAC-2026-2450,MISS-12597,CLI-128,AG-10,2025-10-31,2025-12-15,45,19482.06,3896.41,Payée
FAC-2026-2451,MISS-10468,CLI-107,AG-01,2025-03-06,2025-04-20,45,6496.9,1299.38,Payée
FAC-2026-2452,MISS-10715,CLI-148,AG-20,2024-05-20,2024-07-04,30,6834.37,1366.87,Payée
FAC-2026-2453,MISS-11216,CLI-148,AG-12,2024-06-17,2024-08-01,30,7193.32,1438.66,Payée
FAC-2026-2454,MISS-11911,CLI-156,AG-14,2024-02-12,2024-03-28,30,9361.34,1872.27,Payée
FAC-2026-2455,MISS-10911,CLI-123,AG-21,2024-08-18,2024-10-02,45,1817.28,363.46,Payée
FAC-2026-2456,MISS-11418,CLI-152,AG-01,2025-05-03,2025-06-17,30,9579.3,1915.86,Payée
FAC-2026-2457,MISS-10629,CLI-108,AG-05,2024-03-22,2024-05-06,45,9714.25,1942.85,Payée
FAC-2026-2458,MISS-13050,CLI-110,AG-11,2026-04-16,2026-05-31,45,17650.9,3530.18,En cours
FAC-2026-2459,MISS-12934,CLI-165,AG-10,2024-05-14,2024-06-28,30,2439.19,487.84,Payée
FAC-2026-2460,MISS-11963,CLI-169,AG-16,2025-10-25,2025-12-09,30,9449.22,1889.85,Payée
FAC-2026-2461,MISS-13323,CLI-151,AG-11,2024-02-26,2024-04-11,120,7787.42,1557.48,Payée
FAC-2026-2462,MISS-10990,CLI-165,AG-12,2024-08-14,2024-09-28,45,30747.62,6149.52,Payée
FAC-2026-2463,MISS-11302,CLI-112,AG-17,2025-07-25,2025-09-08,45,6260.15,1252.03,En retard (Litige)
FAC-2026-2464,MISS-10771,CLI-160,AG-11,2025-04-24,2025-06-08,45,2135.31,427.06,Payée
FAC-2026-2465,MISS-12383,CLI-174,AG-10,2025-05-19,2025-07-03,45,7625.78,1525.16,Payée
FAC-2026-2466,MISS-11153,CLI-111,AG-01,2026-07-12,2026-08-26,90,1053.03,210.6,Payée
FAC-2026-2467,MISS-11947,CLI-164,AG-21,2024-06-08,2024-07-23,30,7084.83,1416.97,En cours
FAC-2026-2468,MISS-10661,CLI-154,AG-14,2024-07-24,2024-09-07,90,4610.44,922.09,Payée
FAC-2026-2469,MISS-11058,CLI-102,AG-12,2025-05-17,2025-07-01,60,1724.06,344.81,Payée
FAC-2026-2470,MISS-11439,CLI-174,AG-14,2026-02-05,2026-03-22,30,19754.87,3950.97,Payée
FAC-2026-2471,MISS-10477,CLI-101,AG-15,2025-06-02,2025-07-17,45,7983.4,1596.68,Payée
FAC-2026-2472,MISS-11129,CLI-126,AG-08,2024-08-10,2024-09-24,90,84816.28,16963.26,Payée
FAC-2026-2473,MISS-12313,CLI-145,AG-22,2026-07-18,2026-09-01,90,24388.5,4877.7,En cours
FAC-2026-2474,MISS-11835,CLI-127,AG-19,2024-07-30,2024-09-13,30,13718.1,2743.62,Payée
FAC-2026-2475,MISS-12648,CLI-144,AG-03,2025-09-01,2025-10-16,30,23446.52,4689.3,En cours
FAC-2026-2476,MISS-11117,CLI-129,AG-18,2024-05-18,2024-07-02,60,5082.42,1016.49,En cours
FAC-2026-2477,MISS-12582,CLI-148,AG-08,2026-02-23,2026-04-09,90,2184.15,436.83,Payée
FAC-2026-2478,MISS-11833,CLI-160,AG-01,2026-04-01,2026-05-16,90,1354.67,270.93,Payée
FAC-2026-2479,MISS-10447,CLI-115,AG-22,2026-08-27,2026-10-11,30,23624.62,4724.92,Payée
FAC-2026-2480,MISS-11831,CLI-178,AG-02,2024-08-20,2024-10-04,30,18987.35,3797.47,Payée
FAC-2026-2481,MISS-12009,CLI-140,AG-13,2024-07-28,2024-09-11,90,3922.88,784.58,Payée
FAC-2026-2482,MISS-11726,CLI-173,AG-01,2024-12-26,2025-02-09,30,4557.9,911.58,Payée
FAC-2026-2483,MISS-11688,CLI-115,AG-15,2026-06-30,2026-08-14,45,10584.48,2116.9,Payée
FAC-2026-2484,MISS-11821,CLI-170,AG-15,2025-04-14,2025-05-29,30,27136.22,5427.24,Payée
