opportunity_id,agence_id,nom_compte_prospect,date_creation,etape_pipeline,valeur_estimee_ca,probabilite_pct
OPP-1628,AG-18,Prospect Tech-629,2025-07-24,Gagnée (Signée),15000.0,100
OPP-1629,AG-02,Prospect Industrie-630,2024-11-03,Lead Qualifié,15000.0,50
OPP-1630,AG-13,Prospect Industrie-631,2025-10-22,Gagnée (Signée),30000.0,100
OPP-1631,AG-08,Prospect Industrie-632,2026-01-27,Négociation,150000.0,75
OPP-1632,AG-12,Prospect Tech-633,2024-04-21,Lead Qualifié,15000.0,75
OPP-1633,AG-21,Prospect Tech-634,2025-05-31,Lead Qualifié,75000.0,25
OPP-1634,AG-11,Prospect Tech-635,2025-09-22,Proposition Envoyée,30000.0,75
OPP-1635,AG-22,Prospect Tech-636,2025-05-16,Proposition Envoyée,150000.0,75
OPP-1636,AG-03,Prospect Services-637,2025-12-29,Proposition Envoyée,75000.0,50
OPP-1637,AG-16,Prospect Industrie-638,2026-01-07,Négociation,15000.0,25
OPP-1638,AG-15,Prospect Tech-639,2024-04-20,Négociation,75000.0,25
OPP-1639,AG-08,Prospect Industrie-640,2024-10-03,Négociation,30000.0,75
OPP-1640,AG-21,Prospect Industrie-641,2026-05-07,Proposition Envoyée,30000.0,50
OPP-1641,AG-04,Prospect Tech-642,2024-12-18,Gagnée (Signée),75000.0,100
OPP-1642,AG-11,Prospect Industrie-643,2024-09-11,Négociation,30000.0,75
OPP-1643,AG-15,Prospect Industrie-644,2025-06-09,Proposition Envoyée,15000.0,25
OPP-1644,AG-06,Prospect Services-645,2025-04-27,Gagnée (Signée),15000.0,100
OPP-1645,AG-20,Prospect Tech-646,2024-08-30,Proposition Envoyée,150000.0,25
OPP-1646,AG-12,Prospect Industrie-647,2024-09-29,Négociation,15000.0,25
OPP-1647,AG-22,Prospect Tech-648,2026-07-21,Gagnée (Signée),30000.0,100
OPP-1648,AG-16,Prospect Tech-649,2026-06-30,Lead Qualifié,30000.0,50
OPP-1649,AG-03,Prospect Tech-650,2026-07-21,Négociation,75000.0,50
OPP-1650,AG-19,Prospect Industrie-651,2026-06-24,Proposition Envoyée,15000.0,50
OPP-1651,AG-11,Prospect Industrie-652,2024-10-15,Négociation,150000.0,25
OPP-1652,AG-19,Prospect Services-653,2024-06-28,Gagnée (Signée),150000.0,100
OPP-1653,AG-05,Prospect Industrie-654,2026-04-07,Proposition Envoyée,30000.0,75
OPP-1654,AG-08,Prospect Industrie-655,2025-09-25,Proposition Envoyée,15000.0,75
OPP-1655,AG-16,Prospect Services-656,2026-07-06,Proposition Envoyée,15000.0,75
OPP-1656,AG-21,Prospect Tech-657,2026-02-22,Gagnée (Signée),150000.0,100
OPP-1657,AG-04,Prospect Services-658,2025-09-29,Gagnée (Signée),75000.0,100
OPP-1658,AG-07,Prospect Services-659,2025-08-19,Négociation,30000.0,25
OPP-1659,AG-03,Prospect Tech-660,2026-05-29,Négociation,30000.0,75
OPP-1660,AG-17,Prospect Tech-661,2024-07-06,Lead Qualifié,30000.0,50
OPP-1661,AG-02,Prospect Services-662,2024-07-31,Négociation,15000.0,25
OPP-1662,AG-01,Prospect Industrie-663,2025-05-20,Proposition Envoyée,30000.0,50
OPP-1663,AG-21,Prospect Services-664,2024-06-11,Gagnée (Signée),15000.0,100
OPP-1664,AG-21,Prospect Tech-665,2024-09-20,Perdue,75000.0,0
OPP-1665,AG-11,Prospect Tech-666,2024-11-14,Proposition Envoyée,150000.0,25
OPP-1666,AG-10,Prospect Services-667,2024-03-14,Négociation,30000.0,50
OPP-1667,AG-10,Prospect Tech-668,2025-04-26,Gagnée (Signée),75000.0,100
OPP-1668,AG-09,Prospect Tech-669,2025-03-29,Négociation,300000.0,25
OPP-1669,AG-18,Prospect Tech-670,2024-10-20,Négociation,15000.0,25
OPP-1670,AG-13,Prospect Tech-671,2024-01-31,Perdue,75000.0,0
OPP-1671,AG-07,Prospect Industrie-672,2025-10-17,Gagnée (Signée),30000.0,100
OPP-1672,AG-21,Prospect Services-673,2026-08-01,Proposition Envoyée,75000.0,25
OPP-1673,AG-15,Prospect Services-674,2024-07-31,Perdue,75000.0,0
OPP-1674,AG-06,Prospect Industrie-675,2025-10-08,Proposition Envoyée,30000.0,75
OPP-1675,AG-04,Prospect Tech-676,2025-06-27,Proposition Envoyée,75000.0,50
OPP-1676,AG-12,Prospect Services-677,2025-10-03,Perdue,75000.0,0
OPP-1677,AG-10,Prospect Industrie-678,2024-02-21,Gagnée (Signée),15000.0,100
OPP-1678,AG-05,Prospect Tech-679,2025-01-26,Négociation,30000.0,25
OPP-1679,AG-21,Prospect Services-680,2026-02-16,Proposition Envoyée,15000.0,50
OPP-1680,AG-15,Prospect Industrie-681,2024-07-23,Perdue,15000.0,0
OPP-1681,AG-06,Prospect Tech-682,2024-03-23,Proposition Envoyée,15000.0,50
OPP-1682,AG-11,Prospect Services-683,2026-02-07,Gagnée (Signée),300000.0,100
OPP-1683,AG-17,Prospect Services-684,2025-05-04,Lead Qualifié,75000.0,25
OPP-1684,AG-13,Prospect Services-685,2025-09-08,Perdue,300000.0,0
OPP-1685,AG-08,Prospect Services-686,2024-11-16,Négociation,75000.0,75
OPP-1686,AG-07,Prospect Tech-687,2025-08-14,Proposition Envoyée,15000.0,50
OPP-1687,AG-14,Prospect Services-688,2026-03-25,Négociation,30000.0,75
OPP-1688,AG-08,Prospect Tech-689,2024-02-11,Gagnée (Signée),30000.0,100
OPP-1689,AG-10,Prospect Tech-690,2026-06-19,Gagnée (Signée),30000.0,100
OPP-1690,AG-14,Prospect Services-691,2024-09-04,Gagnée (Signée),150000.0,100
OPP-1691,AG-13,Prospect Tech-692,2025-12-21,Lead Qualifié,15000.0,50
OPP-1692,AG-13,Prospect Industrie-693,2024-01-03,Perdue,300000.0,0
OPP-1693,AG-22,Prospect Services-694,2024-05-26,Gagnée (Signée),30000.0,100
OPP-1694,AG-12,Prospect Tech-695,2025-05-20,Proposition Envoyée,75000.0,25
OPP-1695,AG-03,Prospect Services-696,2024-12-13,Gagnée (Signée),75000.0,100
OPP-1696,AG-02,Prospect Industrie-697,2025-04-10,Proposition Envoyée,15000.0,50
OPP-1697,AG-22,Prospect Tech-698,2026-08-03,Proposition Envoyée,75000.0,25
OPP-1698,AG-16,Prospect Industrie-699,2024-09-01,Gagnée (Signée),15000.0,100
OPP-1699,AG-06,Prospect Tech-700,2024-09-10,Lead Qualifié,75000.0,50
OPP-1700,AG-19,Prospect Services-701,2025-04-23,Négociation,30000.0,25
OPP-1701,AG-13,Prospect Services-702,2026-04-15,Perdue,15000.0,0
OPP-1702,AG-18,Prospect Industrie-703,2025-01-08,Lead Qualifié,30000.0,75
OPP-1703,AG-15,Prospect Industrie-704,2026-02-16,Négociation,15000.0,50
OPP-1704,AG-01,Prospect Services-705,2025-09-06,Perdue,30000.0,0
OPP-1705,AG-02,Prospect Tech-706,2026-03-28,Négociation,30000.0,50
OPP-1706,AG-01,Prospect Tech-707,2026-01-11,Perdue,15000.0,0
OPP-1707,AG-12,Prospect Industrie-708,2026-03-17,Gagnée (Signée),75000.0,100
OPP-1708,AG-06,Prospect Services-709,2024-05-02,Négociation,15000.0,25
OPP-1709,AG-22,Prospect Tech-710,2025-10-05,Proposition Envoyée,75000.0,75
OPP-1710,AG-17,Prospect Industrie-711,2026-06-16,Gagnée (Signée),30000.0,100
OPP-1711,AG-16,Prospect Services-712,2025-07-08,Proposition Envoyée,15000.0,75
OPP-1712,AG-07,Prospect Industrie-713,2025-01-08,Perdue,15000.0,0
OPP-1713,AG-03,Prospect Services-714,2026-07-29,Lead Qualifié,15000.0,75
OPP-1714,AG-12,Prospect Industrie-715,2026-07-05,Proposition Envoyée,75000.0,25
OPP-1715,AG-20,Prospect Tech-716,2025-09-25,Lead Qualifié,30000.0,75
OPP-1716,AG-08,Prospect Industrie-717,2024-03-22,Perdue,75000.0,0
OPP-1717,AG-05,Prospect Services-718,2026-07-28,Gagnée (Signée),15000.0,100
OPP-1718,AG-10,Prospect Industrie-719,2024-10-07,Négociation,75000.0,50
OPP-1719,AG-14,Prospect Tech-720,2024-08-07,Gagnée (Signée),15000.0,100
OPP-1720,AG-15,Prospect Services-721,2026-05-22,Gagnée (Signée),300000.0,100
OPP-1721,AG-01,Prospect Services-722,2026-07-03,Lead Qualifié,150000.0,25
OPP-1722,AG-15,Prospect Industrie-723,2026-08-07,Proposition Envoyée,15000.0,50
OPP-1723,AG-10,Prospect Services-724,2026-07-08,Proposition Envoyée,75000.0,75
OPP-1724,AG-08,Prospect Tech-725,2024-09-27,Lead Qualifié,75000.0,25
OPP-1725,AG-04,Prospect Tech-726,2024-06-03,Perdue,75000.0,0
OPP-1726,AG-02,Prospect Tech-727,2025-03-02,Négociation,300000.0,25
OPP-1727,AG-04,Prospect Services-728,2025-04-26,Négociation,30000.0,25
OPP-1728,AG-21,Prospect Industrie-729,2024-10-16,Gagnée (Signée),15000.0,100
OPP-1729,AG-11,Prospect Tech-730,2026-01-30,Négociation,15000.0,75
OPP-1730,AG-03,Prospect Tech-731,2024-05-24,Proposition Envoyée,150000.0,25
OPP-1731,AG-18,Prospect Services-732,2025-10-08,Perdue,75000.0,0
OPP-1732,AG-01,Prospect Industrie-733,2025-10-26,Perdue,75000.0,0
OPP-1733,AG-08,Prospect Tech-734,2025-02-24,Négociation,30000.0,25
OPP-1734,AG-02,Prospect Services-735,2024-06-23,Négociation,15000.0,50
OPP-1735,AG-17,Prospect Industrie-736,2025-08-28,Gagnée (Signée),150000.0,100
OPP-1736,AG-19,Prospect Industrie-737,2024-10-17,Lead Qualifié,300000.0,50
OPP-1737,AG-20,Prospect Services-738,2024-09-18,Gagnée (Signée),150000.0,100
OPP-1738,AG-15,Prospect Services-739,2026-07-02,Proposition Envoyée,300000.0,75
OPP-1739,AG-13,Prospect Tech-740,2024-03-14,Gagnée (Signée),30000.0,100
OPP-1740,AG-13,Prospect Services-741,2026-06-19,Négociation,300000.0,50
OPP-1741,AG-19,Prospect Industrie-742,2025-01-06,Proposition Envoyée,75000.0,50
OPP-1742,AG-19,Prospect Tech-743,2025-07-26,Lead Qualifié,30000.0,50
OPP-1743,AG-13,Prospect Services-744,2025-07-22,Négociation,30000.0,50
OPP-1744,AG-03,Prospect Tech-745,2026-05-18,Gagnée (Signée),15000.0,100
OPP-1745,AG-16,Prospect Tech-746,2024-01-20,Négociation,15000.0,25
OPP-1746,AG-12,Prospect Industrie-747,2025-01-23,Proposition Envoyée,15000.0,25
OPP-1747,AG-21,Prospect Services-748,2026-02-12,Gagnée (Signée),30000.0,100
OPP-1748,AG-15,Prospect Industrie-749,2024-12-29,Négociation,150000.0,75
OPP-1749,AG-12,Prospect Industrie-750,2025-08-22,Négociation,150000.0,75
OPP-1750,AG-04,Prospect Services-751,2024-06-25,Proposition Envoyée,75000.0,50
OPP-1751,AG-04,Prospect Services-752,2026-02-17,Perdue,15000.0,0
OPP-1752,AG-07,Prospect Tech-753,2024-02-15,Lead Qualifié,75000.0,25
OPP-1753,AG-03,Prospect Tech-754,2024-11-23,Gagnée (Signée),15000.0,100
OPP-1754,AG-11,Prospect Services-755,2026-06-29,Gagnée (Signée),75000.0,100
OPP-1755,AG-02,Prospect Services-756,2024-03-05,Gagnée (Signée),75000.0,100
OPP-1756,AG-03,Prospect Industrie-757,2024-02-26,Lead Qualifié,30000.0,50
OPP-1757,AG-12,Prospect Tech-758,2025-03-04,Lead Qualifié,300000.0,75
OPP-1758,AG-19,Prospect Tech-759,2025-06-30,Proposition Envoyée,300000.0,75
OPP-1759,AG-08,Prospect Services-760,2024-07-09,Négociation,15000.0,25
OPP-1760,AG-18,Prospect Tech-761,2025-12-08,Gagnée (Signée),15000.0,100
OPP-1761,AG-22,Prospect Industrie-762,2025-03-20,Proposition Envoyée,75000.0,75
OPP-1762,AG-02,Prospect Industrie-763,2024-12-04,Gagnée (Signée),30000.0,100
OPP-1763,AG-17,Prospect Services-764,2025-08-31,Gagnée (Signée),30000.0,100
OPP-1764,AG-11,Prospect Tech-765,2024-02-02,Lead Qualifié,15000.0,50
OPP-1765,AG-09,Prospect Tech-766,2025-11-25,Lead Qualifié,75000.0,75
OPP-1766,AG-08,Prospect Industrie-767,2024-07-30,Lead Qualifié,75000.0,25
OPP-1767,AG-05,Prospect Tech-768,2025-05-17,Proposition Envoyée,150000.0,50
OPP-1768,AG-16,Prospect Industrie-769,2026-03-02,Perdue,15000.0,0
OPP-1769,AG-02,Prospect Industrie-770,2026-06-27,Proposition Envoyée,30000.0,25
OPP-1770,AG-15,Prospect Industrie-771,2025-11-04,Proposition Envoyée,30000.0,75
OPP-1771,AG-07,Prospect Industrie-772,2024-06-13,Proposition Envoyée,300000.0,50
OPP-1772,AG-01,Prospect Industrie-773,2024-09-06,Proposition Envoyée,300000.0,75
OPP-1773,AG-17,Prospect Services-774,2025-03-09,Négociation,30000.0,50
OPP-1774,AG-17,Prospect Tech-775,2024-10-09,Gagnée (Signée),30000.0,100
OPP-1775,AG-12,Prospect Industrie-776,2024-02-07,Gagnée (Signée),30000.0,100
OPP-1776,AG-20,Prospect Tech-777,2026-07-30,Lead Qualifié,15000.0,25
OPP-1777,AG-04,Prospect Services-778,2025-04-27,Négociation,75000.0,25
OPP-1778,AG-20,Prospect Tech-779,2025-02-16,Gagnée (Signée),15000.0,100
OPP-1779,AG-13,Prospect Tech-780,2025-09-08,Proposition Envoyée,30000.0,25
OPP-1780,AG-13,Prospect Services-781,2025-10-07,Perdue,300000.0,0
OPP-1781,AG-11,Prospect Services-782,2025-10-27,Gagnée (Signée),15000.0,100
OPP-1782,AG-07,Prospect Tech-783,2025-09-16,Gagnée (Signée),30000.0,100
OPP-1783,AG-19,Prospect Services-784,2024-09-16,Lead Qualifié,150000.0,75
OPP-1784,AG-09,Prospect Tech-785,2025-05-22,Négociation,75000.0,25
OPP-1785,AG-15,Prospect Industrie-786,2024-02-15,Gagnée (Signée),75000.0,100
OPP-1786,AG-18,Prospect Tech-787,2025-09-04,Lead Qualifié,30000.0,25
OPP-1787,AG-09,Prospect Tech-788,2025-12-17,Proposition Envoyée,300000.0,75
OPP-1788,AG-14,Prospect Tech-789,2025-07-02,Proposition Envoyée,300000.0,75
OPP-1789,AG-06,Prospect Services-790,2026-08-02,Proposition Envoyée,15000.0,25
OPP-1790,AG-05,Prospect Tech-791,2025-07-24,Perdue,30000.0,0
OPP-1791,AG-01,Prospect Services-792,2026-08-01,Lead Qualifié,15000.0,25
OPP-1792,AG-18,Prospect Tech-793,2024-05-21,Lead Qualifié,75000.0,50
OPP-1793,AG-10,Prospect Industrie-794,2025-01-21,Lead Qualifié,15000.0,25
OPP-1794,AG-07,Prospect Services-795,2025-12-11,Négociation,30000.0,75
OPP-1795,AG-01,Prospect Industrie-796,2024-05-12,Perdue,15000.0,0
OPP-1796,AG-02,Prospect Industrie-797,2025-01-31,Lead Qualifié,150000.0,75
OPP-1797,AG-11,Prospect Services-798,2026-05-22,Gagnée (Signée),30000.0,100
OPP-1798,AG-13,Prospect Tech-799,2025-07-12,Gagnée (Signée),15000.0,100
OPP-1799,AG-03,Prospect Tech-800,2025-06-19,Gagnée (Signée),300000.0,100
OPP-1800,AG-16,Prospect Industrie-801,2026-02-11,Perdue,30000.0,0
OPP-1801,AG-14,Prospect Services-802,2026-02-26,Perdue,150000.0,0
OPP-1802,AG-12,Prospect Tech-803,2024-04-04,Gagnée (Signée),15000.0,100
OPP-1803,AG-14,Prospect Industrie-804,2025-06-22,Lead Qualifié,15000.0,25
OPP-1804,AG-12,Prospect Industrie-805,2026-01-31,Proposition Envoyée,75000.0,75
OPP-1805,AG-19,Prospect Industrie-806,2024-07-28,Négociation,30000.0,50
OPP-1806,AG-08,Prospect Services-807,2024-09-03,Lead Qualifié,30000.0,50
OPP-1807,AG-02,Prospect Services-808,2026-06-21,Lead Qualifié,30000.0,75
OPP-1808,AG-06,Prospect Services-809,2026-05-25,Proposition Envoyée,30000.0,50
OPP-1809,AG-11,Prospect Services-810,2025-08-23,Proposition Envoyée,75000.0,50
OPP-1810,AG-21,Prospect Tech-811,2024-09-16,Proposition Envoyée,15000.0,50
OPP-1811,AG-20,Prospect Services-812,2026-03-21,Lead Qualifié,15000.0,50
OPP-1812,AG-15,Prospect Services-813,2024-10-19,Perdue,15000.0,0
OPP-1813,AG-11,Prospect Industrie-814,2024-09-29,Négociation,300000.0,50
OPP-1814,AG-19,Prospect Industrie-815,2024-03-28,Perdue,15000.0,0
OPP-1815,AG-10,Prospect Industrie-816,2024-09-07,Négociation,15000.0,50
OPP-1816,AG-08,Prospect Services-817,2024-12-26,Proposition Envoyée,30000.0,50
OPP-1817,AG-15,Prospect Tech-818,2026-05-06,Lead Qualifié,75000.0,75
OPP-1818,AG-05,Prospect Industrie-819,2025-07-08,Lead Qualifié,15000.0,25
OPP-1819,AG-04,Prospect Services-820,2025-02-12,Proposition Envoyée,15000.0,25
OPP-1820,AG-20,Prospect Tech-821,2024-12-30,Perdue,300000.0,0
OPP-1821,AG-20,Prospect Tech-822,2024-06-05,Négociation,15000.0,25
OPP-1822,AG-16,Prospect Tech-823,2024-11-30,Proposition Envoyée,15000.0,50
OPP-1823,AG-10,Prospect Tech-824,2025-09-21,Proposition Envoyée,15000.0,50
OPP-1824,AG-16,Prospect Services-825,2024-01-28,Gagnée (Signée),30000.0,100
OPP-1825,AG-20,Prospect Tech-826,2025-01-31,Proposition Envoyée,15000.0,75
OPP-1826,AG-09,Prospect Tech-827,2024-06-04,Proposition Envoyée,150000.0,25
OPP-1827,AG-17,Prospect Services-828,2024-05-02,Perdue,150000.0,0
OPP-1828,AG-12,Prospect Industrie-829,2026-01-30,Proposition Envoyée,15000.0,50
OPP-1829,AG-13,Prospect Tech-830,2025-12-08,Gagnée (Signée),30000.0,100
OPP-1830,AG-21,Prospect Tech-831,2025-08-26,Gagnée (Signée),30000.0,100
OPP-1831,AG-18,Prospect Services-832,2024-04-26,Lead Qualifié,150000.0,25
OPP-1832,AG-05,Prospect Services-833,2025-05-07,Perdue,75000.0,0
OPP-1833,AG-17,Prospect Services-834,2024-02-14,Négociation,30000.0,75
OPP-1834,AG-07,Prospect Industrie-835,2024-12-14,Gagnée (Signée),15000.0,100
OPP-1835,AG-08,Prospect Tech-836,2025-02-09,Proposition Envoyée,15000.0,25
OPP-1836,AG-01,Prospect Tech-837,2024-07-28,Lead Qualifié,75000.0,25
OPP-1837,AG-15,Prospect Tech-838,2025-05-30,Perdue,150000.0,0
OPP-1838,AG-13,Prospect Industrie-839,2024-04-01,Proposition Envoyée,15000.0,75
OPP-1839,AG-02,Prospect Services-840,2024-02-24,Perdue,300000.0,0
OPP-1840,AG-18,Prospect Industrie-841,2025-04-30,Lead Qualifié,75000.0,75
OPP-1841,AG-12,Prospect Services-842,2024-03-30,Perdue,15000.0,0
OPP-1842,AG-05,Prospect Tech-843,2024-04-19,Gagnée (Signée),150000.0,100
OPP-1843,AG-01,Prospect Industrie-844,2024-04-03,Proposition Envoyée,15000.0,50
OPP-1844,AG-08,Prospect Services-845,2025-02-27,Gagnée (Signée),30000.0,100
OPP-1845,AG-04,Prospect Industrie-846,2024-01-26,Proposition Envoyée,15000.0,50
OPP-1846,AG-03,Prospect Tech-847,2024-11-27,Négociation,15000.0,75
OPP-1847,AG-06,Prospect Industrie-848,2025-01-09,Proposition Envoyée,75000.0,25
OPP-1848,AG-01,Prospect Services-849,2024-12-29,Négociation,150000.0,25
OPP-1849,AG-12,Prospect Industrie-850,2026-06-19,Perdue,150000.0,0
OPP-1850,AG-06,Prospect Services-851,2026-04-20,Perdue,15000.0,0
OPP-1851,AG-20,Prospect Services-852,2025-03-31,Négociation,30000.0,50
OPP-1852,AG-15,Prospect Industrie-853,2025-08-10,Gagnée (Signée),15000.0,100
OPP-1853,AG-06,Prospect Services-854,2024-03-25,Négociation,15000.0,50
OPP-1854,AG-05,Prospect Industrie-855,2024-09-29,Perdue,75000.0,0
OPP-1855,AG-12,Prospect Tech-856,2026-02-18,Proposition Envoyée,30000.0,75
OPP-1856,AG-06,Prospect Services-857,2024-04-09,Négociation,30000.0,50
OPP-1857,AG-11,Prospect Industrie-858,2024-01-23,Proposition Envoyée,150000.0,25
OPP-1858,AG-16,Prospect Tech-859,2025-03-31,Lead Qualifié,75000.0,75
OPP-1859,AG-01,Prospect Industrie-860,2026-07-22,Lead Qualifié,30000.0,75
OPP-1860,AG-21,Prospect Tech-861,2025-05-15,Lead Qualifié,15000.0,25
OPP-1861,AG-20,Prospect Tech-862,2024-12-30,Gagnée (Signée),150000.0,100
OPP-1862,AG-07,Prospect Tech-863,2024-03-07,Perdue,75000.0,0
OPP-1863,AG-04,Prospect Industrie-864,2024-12-08,Gagnée (Signée),30000.0,100
OPP-1864,AG-16,Prospect Tech-865,2026-07-16,Négociation,15000.0,75
OPP-1865,AG-15,Prospect Industrie-866,2024-11-02,Gagnée (Signée),75000.0,100
OPP-1866,AG-01,Prospect Services-867,2025-07-30,Gagnée (Signée),75000.0,100
OPP-1867,AG-06,Prospect Tech-868,2025-09-15,Proposition Envoyée,30000.0,75
OPP-1868,AG-07,Prospect Services-869,2024-03-24,Perdue,300000.0,0
OPP-1869,AG-13,Prospect Industrie-870,2026-03-08,Négociation,30000.0,50
OPP-1870,AG-13,Prospect Tech-871,2025-03-02,Perdue,300000.0,0
OPP-1871,AG-20,Prospect Tech-872,2024-07-05,Proposition Envoyée,30000.0,25
OPP-1872,AG-01,Prospect Services-873,2025-02-06,Lead Qualifié,15000.0,75
OPP-1873,AG-04,Prospect Services-874,2024-12-13,Gagnée (Signée),300000.0,100
OPP-1874,AG-01,Prospect Tech-875,2026-07-14,Lead Qualifié,75000.0,50
OPP-1875,AG-19,Prospect Services-876,2024-11-28,Négociation,75000.0,75
OPP-1876,AG-21,Prospect Industrie-877,2024-08-20,Négociation,150000.0,50
OPP-1877,AG-04,Prospect Services-878,2024-05-20,Proposition Envoyée,300000.0,25
OPP-1878,AG-21,Prospect Industrie-879,2025-11-18,Gagnée (Signée),75000.0,100
OPP-1879,AG-20,Prospect Tech-880,2026-06-10,Négociation,15000.0,50
OPP-1880,AG-15,Prospect Services-881,2024-06-04,Gagnée (Signée),300000.0,100
OPP-1881,AG-09,Prospect Industrie-882,2025-07-02,Proposition Envoyée,30000.0,50
OPP-1882,AG-21,Prospect Industrie-883,2024-01-29,Lead Qualifié,75000.0,25
OPP-1883,AG-05,Prospect Tech-884,2026-04-29,Proposition Envoyée,150000.0,25
OPP-1884,AG-18,Prospect Tech-885,2025-02-27,Gagnée (Signée),30000.0,100
OPP-1885,AG-15,Prospect Services-886,2024-10-07,Lead Qualifié,15000.0,50
OPP-1886,AG-06,Prospect Industrie-887,2026-02-22,Lead Qualifié,300000.0,25
OPP-1887,AG-18,Prospect Tech-888,2024-01-02,Négociation,15000.0,50
OPP-1888,AG-12,Prospect Industrie-889,2026-04-05,Proposition Envoyée,15000.0,50
OPP-1889,AG-01,Prospect Tech-890,2025-09-24,Négociation,75000.0,75
OPP-1890,AG-21,Prospect Industrie-891,2026-07-19,Négociation,15000.0,75
OPP-1891,AG-05,Prospect Services-892,2025-12-28,Gagnée (Signée),15000.0,100
OPP-1892,AG-05,Prospect Industrie-893,2025-04-29,Lead Qualifié,75000.0,75
OPP-1893,AG-08,Prospect Services-894,2026-03-12,Négociation,150000.0,25
OPP-1894,AG-10,Prospect Tech-895,2025-05-13,Lead Qualifié,15000.0,25
OPP-1895,AG-20,Prospect Tech-896,2024-03-29,Négociation,150000.0,75
OPP-1896,AG-19,Prospect Industrie-897,2024-01-10,Proposition Envoyée,15000.0,75
OPP-1897,AG-17,Prospect Tech-898,2024-07-26,Gagnée (Signée),300000.0,100
OPP-1898,AG-02,Prospect Tech-899,2024-06-16,Lead Qualifié,15000.0,50
OPP-1899,AG-01,Prospect Industrie-900,2026-01-12,Perdue,15000.0,0
OPP-1900,AG-08,Prospect Industrie-901,2025-01-21,Négociation,300000.0,75
OPP-1901,AG-02,Prospect Services-902,2025-09-17,Proposition Envoyée,75000.0,75
OPP-1902,AG-04,Prospect Services-903,2026-05-06,Proposition Envoyée,15000.0,25
OPP-1903,AG-03,Prospect Industrie-904,2024-03-23,Gagnée (Signée),15000.0,100
OPP-1904,AG-20,Prospect Industrie-905,2025-04-19,Proposition Envoyée,30000.0,50
OPP-1905,AG-07,Prospect Tech-906,2025-08-11,Négociation,30000.0,50
OPP-1906,AG-15,Prospect Tech-907,2026-01-25,Proposition Envoyée,30000.0,75
OPP-1907,AG-08,Prospect Industrie-908,2024-10-11,Gagnée (Signée),30000.0,100
OPP-1908,AG-15,Prospect Industrie-909,2025-09-16,Lead Qualifié,75000.0,25
OPP-1909,AG-08,Prospect Tech-910,2025-12-21,Gagnée (Signée),30000.0,100
OPP-1910,AG-12,Prospect Industrie-911,2025-03-18,Négociation,30000.0,75
OPP-1911,AG-07,Prospect Tech-912,2024-12-21,Proposition Envoyée,75000.0,50
OPP-1912,AG-18,Prospect Tech-913,2024-04-14,Proposition Envoyée,75000.0,75
OPP-1913,AG-07,Prospect Tech-914,2025-08-22,Perdue,30000.0,0
OPP-1914,AG-19,Prospect Industrie-915,2026-04-08,Proposition Envoyée,15000.0,50
OPP-1915,AG-20,Prospect Tech-916,2026-04-09,Gagnée (Signée),30000.0,100
OPP-1916,AG-12,Prospect Tech-917,2025-11-14,Lead Qualifié,75000.0,25
OPP-1917,AG-15,Prospect Tech-918,2025-04-02,Proposition Envoyée,15000.0,50
OPP-1918,AG-14,Prospect Industrie-919,2025-12-24,Lead Qualifié,75000.0,50
OPP-1919,AG-21,Prospect Tech-920,2024-07-30,Gagnée (Signée),15000.0,100
OPP-1920,AG-02,Prospect Tech-921,2024-11-29,Gagnée (Signée),75000.0,100
OPP-1921,AG-13,Prospect Industrie-922,2026-07-28,Négociation,15000.0,75
OPP-1922,AG-06,Prospect Services-923,2025-05-30,Perdue,300000.0,0
OPP-1923,AG-09,Prospect Services-924,2024-09-24,Gagnée (Signée),30000.0,100
OPP-1924,AG-07,Prospect Tech-925,2024-07-09,Proposition Envoyée,300000.0,75
OPP-1925,AG-02,Prospect Industrie-926,2025-09-14,Négociation,30000.0,75
OPP-1926,AG-02,Prospect Industrie-927,2026-08-01,Perdue,15000.0,0
OPP-1927,AG-15,Prospect Tech-928,2024-03-27,Lead Qualifié,15000.0,50
OPP-1928,AG-13,Prospect Tech-929,2025-07-12,Négociation,30000.0,25
OPP-1929,AG-11,Prospect Industrie-930,2024-08-26,Gagnée (Signée),15000.0,100
OPP-1930,AG-03,Prospect Tech-931,2025-08-21,Proposition Envoyée,30000.0,75
OPP-1931,AG-19,Prospect Tech-932,2024-10-19,Lead Qualifié,15000.0,25
OPP-1932,AG-20,Prospect Tech-933,2024-01-04,Proposition Envoyée,30000.0,25
OPP-1933,AG-05,Prospect Tech-934,2025-01-25,Perdue,75000.0,0
OPP-1934,AG-20,Prospect Services-935,2024-03-03,Gagnée (Signée),150000.0,100
OPP-1935,AG-22,Prospect Tech-936,2024-09-14,Lead Qualifié,300000.0,25
OPP-1936,AG-20,Prospect Tech-937,2026-06-14,Perdue,30000.0,0
OPP-1937,AG-18,Prospect Tech-938,2024-12-22,Gagnée (Signée),15000.0,100
OPP-1938,AG-12,Prospect Services-939,2026-04-29,Négociation,30000.0,25
OPP-1939,AG-18,Prospect Industrie-940,2026-02-22,Lead Qualifié,75000.0,75
OPP-1940,AG-04,Prospect Services-941,2026-06-29,Lead Qualifié,15000.0,25
OPP-1941,AG-13,Prospect Industrie-942,2026-06-02,Gagnée (Signée),75000.0,100
OPP-1942,AG-11,Prospect Industrie-943,2024-11-08,Perdue,150000.0,0
